תעודת זהות,תאריך ביקור,קוד הבחנה,עומק קוד הבחנה,תיאור הבחנה,קוד מרפאה,סוג קוד
249641788.0,1987-08-30 09:01:10,V58.69,5,Long-term (current) use of other medications,3600,icd9
327017991.0,2015-03-22 07:17:11,795.71,5,Nonspecific serologic evidence of human immunodeficiency virus [HIV],7882,icd9
,2018-07-15 19:59:47,009.2,4,Infectious diarrhea,2533,icd9
291944597.0,2009-10-06 18:56:29,098.4,4,Gonococcal infection of eye,3962,icd9
248700017.0,1990-09-02 12:57:07,V70.5,4,Health examination of defined subpopulations,3600,icd9
242775291.0,1973-06-18 19:55:03,371.82,5,Corneal disorder due to contact lens,6321,icd9
222013243.0,1974-12-05 01:29:24,711.1,4,Arthropathy associated with Reiter's disease and nonspecific urethritis,1977,icd9
351788117.0,1994-02-26 07:39:30,V27.7,4,"Other multiple birth, all stillborn",2533,icd9
286906168.0,1977-09-19 21:44:14,377.2,4,Other disorders of optic disc,9420,icd9
294542073.0,1997-06-05 12:13:13,011.3,4,Tuberculosis of bronchus,7573,icd9
,2005-12-06 09:54:26,363.08,5,"Focal retinitis and retinochoroiditis, peripheral",7087,icd9
294242234.0,2016-04-01 10:09:21,110.4,4,Of foot,9420,icd9
,1976-12-07 13:29:49,795.19,5,Other abnormal Papanicolaou smear of vagina and vaginal HPV,1286,icd9
339351185.0,1998-11-16 09:54:33,369.66,5,One eye: near-total impairment; other eye: normal vision,8004,icd9
,2014-08-04 03:32:22,618.01,5,"Cystocele, midline",5714,icd9
252926480.0,1987-12-13 08:28:02,616.1,4,Vaginitis and vulvovaginitis,1822,icd9
227459970.0,1990-09-28 23:19:44,017.1,4,Erythema nodosum with hypersensitivity reaction in tuberculosis,7485,icd9
293254552.0,2020-09-09 07:04:44,062.4,4,Australian encephalitis,8004,icd9
252913201.0,1988-05-11 00:48:38,975.7,4,Antiasthmatics,1286,icd9
261164940.0,1982-11-05 10:16:20,846.3,4,Sacrotuberous (ligament),2962,icd9
228473001.0,2012-01-24 20:16:32,776.4,4,Polycythemia neonatorum,2047,icd9
348744497.0,2003-05-21 06:08:41,156.1,4,Extrahepatic bile ducts,2912,icd9
316334202.0,1993-03-30 14:36:48,751,3,Other congenital anomalies of digestive system,2533,icd9
305148482.0,1989-11-23 07:00:23,375.81,5,Granuloma of lacrimal passages,2972,icd9
302001292.0,1977-08-11 07:38:18,722.82,5,Thoracic region,8625,icd9
366908037.0,1979-03-07 06:32:11,374.56,5,Other degenerative disorders of skin affecting eyelid,8004,icd9
,2016-11-01 10:58:42,145,3,Malignant neoplasm of other and unspecified parts of mouth,7882,icd9
229497237.0,2002-10-22 00:04:22,922.8,4,Multiple sites of trunk,3600,icd9
381410289.0,1984-07-28 03:46:36,429.7,4,"Certain sequelae of myocardial infarction, not elsewhere classified",4303,icd9
293114488.0,2004-07-29 05:38:59,861.00,5,Unspecified injury,9186,icd9
344657468.0,1972-11-23 15:17:03,705.2,4,Focal hyperhidrosis,2344,icd9
246066924.0,2003-10-29 13:32:45,376.0,4,Acute inflammation of orbit,1211,icd9
269663093.0,2003-01-16 16:29:38,577.0,4,Acute pancreatitis,5253,icd9
262239089.0,2009-04-21 12:35:10,297.1,4,Delusional disorder,3962,icd9
234196967.0,1989-01-27 01:13:56,359.0,4,Congenital hereditary muscular dystrophy,9623,icd9
247484377.0,1984-08-01 01:19:12,735.8,4,Other acquired deformities of toe,6321,icd9
288049812.0,1979-07-06 01:05:07,593.71,5,"With reflux nephropathy, unilateral",2972,icd9
,2002-05-13 20:25:13,571,3,Chronic liver disease and cirrhosis,3075,icd9
389588985.0,1982-01-08 16:50:17,826.0,4,Closed,7364,icd9
312990327.0,1988-01-23 13:39:40,078.1,4,Viral warts,6238,icd9
254898017.0,2018-10-31 05:16:11,290-294,2,ORGANIC PSYCHOTIC CONDITIONS ,3543,icd9
317935757.0,2003-05-24 05:43:56,992.1,4,Heat syncope,2047,icd9
298515102.0,2014-09-18 09:38:47,461.1,4,Frontal,2515,icd9
311373322.0,1991-06-19 21:33:09,608.20,5,"Torsion of testis, unspecified",1500,icd9
339153090.0,1988-03-27 01:35:47,767.5,4,Facial nerve injury,7485,icd9
257830542.0,1981-12-01 15:14:57,V26.34,5,Testing of male for genetic disease carrier status,1404,icd9
,1972-05-24 20:51:35,812.51,5,Supracondylar fracture of humerus,7573,icd9
302839317.0,2009-11-23 06:43:34,E946.6,4,"Anti-infectives and other drugs and preparations for ear, nose, and throat",7087,icd9
,2015-04-21 08:42:21,003.9,4,"Salmonella infection, unspecified",7107,icd9
,1986-07-02 03:17:50,536.1,4,Acute dilatation of stomach,5714,icd9
283931369.0,1987-02-21 21:06:20,209.57,5,Benign carcinoid tumor of the rectum,9186,icd9
,1997-12-13 17:49:54,258.0,4,Polyglandular activity in multiple endocrine adenomatosis,1323,icd9
360521839.0,1988-04-09 10:13:12,474.8,4,Other chronic disease of tonsils and adenoids,8004,icd9
208907027.0,1985-11-04 02:24:09,611.0,4,Inflammatory disease of breast,4303,icd9
249538613.0,2007-08-03 18:45:50,055,3,Measles,7573,icd9
289459578.0,1974-10-22 13:41:31,E917.6,4,"Caused by a crowd, by collective fear or panic with subsequent fall",8004,icd9
352414039.0,2013-03-07 07:37:30,209.15,5,Malignant carcinoid tumor of the descending colon,9657,icd9
317011495.0,2008-06-14 09:43:29,961.3,4,Quinoline and hydroxyquinoline derivatives,1323,icd9
311434862.0,1982-05-01 22:32:06,302.82,5,Voyeurism,9420,icd9
245545730.0,2012-08-19 06:39:10,875,3,Open wound of chest (wall),1822,icd9
354740044.0,1995-08-02 00:53:58,474.0,4,Chronic tonsillitis and adenoiditis,9186,icd9
359819708.0,1994-12-01 04:51:40,521.7,4,Intrinsic posteruptive color changes,5893,icd9
352849772.0,2017-06-07 11:59:32,E941.3,4,Sympatholytics [antiadrenergics],4934,icd9
325975398.0,2020-08-02 21:10:50,224.8,4,Other specified parts of eye,9608,icd9
276906883.0,2003-06-11 17:31:31,648.6,4,Other cardiovascular diseases,3075,icd9
368774041.0,1986-09-28 21:52:57,272.4,4,Other and unspecified hyperlipidemia,5893,icd9
350587153.0,2003-08-18 11:46:53,761.8,4,Other specified maternal complications of pregnancy affecting fetus or newborn,3611,icd9
343747062.0,2012-07-04 22:25:53,066.0,4,Phlebotomus fever,7364,icd9
326902094.0,1971-10-21 18:00:23,024,3,Glanders,1286,icd9
,1990-05-30 17:20:39,380.03,5,Chondritis of pinna,7882,icd9
301785671.0,1990-11-30 05:12:39,378.0,4,Esotropia,1500,icd9
,1985-02-12 20:38:45,230.5,4,Anal canal,2533,icd9
361495971.0,2012-03-31 10:57:11,E898.0,4,Burning bedclothes,1404,icd9
,1981-08-07 23:05:20,381.01,5,Acute serous otitis media,2962,icd9
286458315.0,1997-01-13 20:01:41,873.52,5,Forehead,8004,icd9
200294337.0,2009-12-04 12:52:30,722.9,4,Other and unspecified disc disorder,5714,icd9
250228148.0,1982-02-14 20:31:19,300.14,5,Dissociative identity disorder,3647,icd9
262851232.0,2002-03-25 02:17:00,270.3,4,Disturbances of branched-chain amino-acid metabolism,2912,icd9
256593911.0,1999-03-15 13:07:21,861.00,5,Unspecified injury,7116,icd9
247154563.0,1991-04-03 20:10:46,078.0,4,Molluscum contagiosum,1286,icd9
252696197.0,1971-09-19 16:46:00,V59.74,5,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient",2912,icd9
229214446.0,1995-01-28 02:27:38,480.8,4,Pneumonia due to other virus not elsewhere classified,3894,icd9
277508783.0,2016-05-19 07:12:49,320-326,2,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM ,1211,icd9
,2009-12-05 05:00:53,438.19,5,Other speech and language deficits,1500,icd9
,2005-03-24 18:37:19,229.0,4,Lymph nodes,8625,icd9
356489711.0,1982-03-13 12:53:35,E930.5,4,Cephalosporin group,3600,icd9
264493271.0,1991-02-13 17:27:32,520.8,4,Other specified disorders of tooth development and eruption,1286,icd9
379664085.0,1988-10-03 21:39:51,707.12,5,Ulcer of calf,7485,icd9
338219856.0,1973-03-24 16:46:46,100,3,Leptospirosis,1977,icd9
338755691.0,1993-05-05 13:28:24,571.2,4,Alcoholic cirrhosis of liver,3894,icd9
338750232.0,1971-02-26 23:10:22,481,3,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],4303,icd9
384109805.0,2010-08-03 18:27:54,334.0,4,Friedreich's ataxia,5253,icd9
270253057.0,2003-07-05 21:10:58,806.25,5,T7-T12 level with unspecified spinal cord injury,9608,icd9
275675779.0,1972-01-21 04:18:04,550-553,2,HERNIA OF ABDOMINAL CAVITY ,3894,icd9
351288512.0,1977-12-01 12:28:35,342.1,4,Spastic hemiplegia,2972,icd9
227747793.0,1999-10-13 03:03:22,367.5,4,Disorders of accommodation,6321,icd9
385145693.0,1984-12-20 17:56:03,E928.8,4,Other,1282,icd9
313496112.0,2010-07-25 13:19:40,382.4,4,Unspecified suppurative otitis media,7485,icd9
211746940.0,2016-09-06 12:06:41,183.0,4,Ovary,7485,icd9
,1995-01-23 03:38:40,524.30,5,Unspecified anomaly of tooth position,1323,icd9
379354840.0,1984-11-26 20:50:42,667.0,4,Retained placenta without hemorrhage,7485,icd9
,1973-04-22 20:25:56,599.83,5,Urethral instability,5253,icd9
367130369.0,1974-12-12 18:26:02,950.9,4,Unspecified,2047,icd9
270906219.0,1981-04-15 17:41:50,V40.9,4,Unspecified mental or behavioral problem,5893,icd9
328939936.0,1980-10-06 19:38:02,661.2,4,Other and unspecified uterine inertia,7485,icd9
332620785.0,1976-12-20 21:11:30,363.3,4,Chorioretinal scars,7485,icd9
316394979.0,1996-09-05 23:01:36,564.9,4,Unspecified functional disorder of intestine,1211,icd9
,1995-12-15 02:55:48,112.3,4,Of skin and nails,1323,icd9
360807454.0,2000-11-30 09:08:54,558.9,4,Other and unspecified noninfectious gastroenteritis and colitis,1282,icd9
,2011-01-21 05:43:10,662.0,4,Prolonged first stage,8625,icd9
211621807.0,2010-11-29 06:26:42,V66.3,4,Following psychotherapy and other treatment for mental disorder,9657,icd9
314975476.0,1979-10-24 19:39:03,210.6,4,Other parts of oropharynx,3600,icd9
273902087.0,2019-07-29 22:13:33,E869.2,4,Freon,4224,icd9
221352716.0,2017-08-27 20:26:31,E869.3,4,Lacrimogenic gas [tear gas],3894,icd9
,2012-01-14 11:16:56,230.2,4,Stomach,9566,icd9
249222361.0,1982-11-27 14:05:24,293.89,5,Other,7364,icd9
282622003.0,1987-07-04 20:21:27,373.6,4,Parasitic infestation of eyelid,7107,icd9
367061788.0,1993-06-15 16:07:19,569.82,5,Ulceration of intestine,3894,icd9
295079776.0,2003-06-12 14:08:58,374.05,5,Trichiasis without entropion,3146,icd9
216904278.0,1986-09-20 10:45:49,354.4,4,Causalgia of upper limb,5253,icd9
335110067.0,2014-10-23 21:06:41,875,3,Open wound of chest (wall),9608,icd9
220468895.0,1990-12-18 22:24:38,524.20,5,Unspecified anomaly of dental arch relationship,9657,icd9
260532314.0,1985-01-23 11:35:58,373.6,4,Parasitic infestation of eyelid,1211,icd9
354542682.0,2013-03-21 10:01:35,381.6,4,Obstruction of Eustachian tube,9566,icd9
315101324.0,1973-10-11 11:16:36,979.6,4,Other and unspecified viral and rickettsial vaccines,2962,icd9
224941990.0,1981-01-22 21:23:45,375.20,5,"Epiphora, unspecified as to cause",2533,icd9
,1982-03-27 16:30:08,V16.9,4,Unspecified malignant neoplasm,3647,icd9
,1995-07-05 15:43:23,276.2,4,Acidosis,1822,icd9
270358756.0,1975-05-21 08:58:50,598.01,5,Due to infective diseases classified elsewhere,2344,icd9
293102450.0,1994-02-20 07:35:27,557,3,Vascular insufficiency of intestine,5253,icd9
335457240.0,1986-02-21 02:33:51,424.91,5,Endocarditis in diseases classified elsewhere,8724,icd9
,1982-11-01 05:32:49,251.4,4,Abnormality of secretion of glucagon,1404,icd9
,1982-07-06 00:57:27,V17.7,4,Arthritis,2533,icd9
327415374.0,2005-12-31 07:58:43,313.81,5,Oppositional defiant disorder,1211,icd9
324259680.0,2016-06-21 22:36:36,202.8,4,Other lymphomas,3146,icd9
221300156.0,2000-07-07 03:17:10,E928,3,Other and unspecified environmental and accidental causes,5253,icd9
211389904.0,1994-02-12 22:09:01,771.81,5,Septicemia [sepsis] of newborn,9608,icd9
294505208.0,1974-04-28 07:33:49,V78.8,4,Other disorders of blood and blood-forming organs,9608,icd9
296207323.0,2009-07-23 04:51:29,323.42,5,Other myelitis due to infection classified elsewhere,3894,icd9
333999308.0,2007-01-03 06:06:43,V07.31,5,Prophylactic fluoride administration,3962,icd9
289132925.0,1988-08-27 01:11:36,873.74,5,Tongue and floor of mouth,8724,icd9
353768727.0,1997-12-26 00:01:26,427.89,5,Other,5714,icd9
,1990-07-02 01:17:39,054.43,5,Herpes simplex disciform keratitis,8625,icd9
278026696.0,1994-02-24 04:02:56,173.1,4,"Eyelid, including canthus",2972,icd9
360086987.0,1980-05-08 04:31:31,200.8,4,Other named variants,9566,icd9
,1993-01-26 18:31:12,711.4,4,Arthropathy associated with other bacterial diseases,7485,icd9
243312204.0,1992-08-17 09:44:10,E891.1,4,Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration,2344,icd9
382169412.0,2016-08-01 20:22:05,V10.0,4,Gastrointestinal tract,4303,icd9
255395346.0,1984-05-04 04:11:58,E968.7,4,Human bite,4224,icd9
216361089.0,2008-09-01 03:28:06,530.13,5,Eosinophilic esophagitis,1282,icd9
,1982-09-26 20:35:29,032.2,4,Anterior nasal diphtheria,1404,icd9
271338124.0,2001-02-19 19:00:38,424.99,5,Other,1282,icd9
321229205.0,1991-05-07 09:59:48,302.82,5,Voyeurism,1500,icd9
383636058.0,1983-12-23 15:48:33,685.1,4,Without mention of abscess,1211,icd9
,1984-06-02 05:35:36,416.9,4,"Chronic pulmonary heart disease, unspecified",5893,icd9
381525804.0,2009-02-09 02:36:37,E870.1,4,Infusion or transfusion,7116,icd9
,1994-02-16 12:41:44,E984,3,"Submersion [drowning], undetermined whether accidentally or purposely inflicted",3647,icd9
322419246.0,1979-09-24 05:37:16,751,2,Other congenital anomalies of digestive system,1323,icd9
,1980-12-29 10:47:41,787.5,4,Abnormal bowel sounds,1323,icd9
307787738.0,2015-06-13 16:34:17,237.2,4,Adrenal gland,9608,icd9
,2015-05-26 03:07:27,879.1,4,"Breast, complicated",7087,icd9
223438849.0,1971-08-06 17:08:22,973.2,4,Emollient cathartics,1286,icd9
250675159.0,1989-04-06 07:15:08,878.8,4,"Other and unspecified parts, without mention of complication",3962,icd9
281416297.0,2015-01-06 04:27:17,011.3,4,Tuberculosis of bronchus,7087,icd9
377702231.0,1982-06-10 22:50:23,110.9,4,Of unspecified site,1282,icd9
296208909.0,2010-12-19 13:44:19,E906.2,4,Bite of nonvenomous snakes and lizards,8724,icd9
292703259.0,1987-09-03 09:20:45,V58.62,5,Long-term (current) use of antibiotics,9420,icd9
228856205.0,1997-05-22 02:21:15,306.52,5,Psychogenic dysmenorrhea,8004,icd9
,2013-04-15 00:52:31,525.9,4,Unspecified disorder of the teeth and supporting structures,9420,icd9
247395940.0,1994-11-27 19:27:46,291.82,5,Alcohol induced sleep disorders,4303,icd9
260854941.0,1982-07-15 06:09:59,V64.41,5,Laparoscopic surgical procedure converted to open procedure,7882,icd9
,1997-10-26 09:43:57,V76.19,5,Other screening breast examination,7882,icd9
326876390.0,2018-07-21 21:33:25,339.09,5,Other trigeminal autonomic cephalgias,3611,icd9
,1971-02-08 08:58:01,733.99,5,Other,9566,icd9
361566206.0,1977-04-22 01:34:11,305,3,Nondependent abuse of drugs,2972,icd9
,1976-12-23 03:36:03,729.0,4,"Rheumatism, unspecified and fibrositis",7573,icd9
,2000-06-27 11:05:04,416.8,4,Other chronic pulmonary heart diseases,9566,icd9
307512145.0,1981-08-10 21:39:15,039,3,Actinomycotic infections,9623,icd9
260137580.0,1993-05-14 18:28:01,707.21,5,Pressure ulcer stage I,3075,icd9
,2001-09-20 19:06:39,659.5,4,Elderly primigravida,1282,icd9
337176209.0,1989-08-07 00:54:45,952.16,5,T7-T12 level with complete lesion of spinal cord,7485,icd9
340124912.0,2017-01-24 17:05:30,244.2,4,Iodine hypothyroidism,3647,icd9
209721775.0,1985-07-08 09:55:52,E880-E888,2,ACCIDENTAL FALLS ,3543,icd9
,1994-10-23 02:21:55,370.0,4,Corneal ulcer,5714,icd9
243190786.0,1984-10-14 12:02:25,V83.89,5,Other genetic carrier status,6755,icd9
247554637.0,2004-08-07 19:06:59,736.70,5,"Unspecified deformity of ankle and foot, acquired",9608,icd9
358399872.0,2016-07-19 00:29:29,V59.71,5,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient",6238,icd9
224429171.0,2007-04-21 17:35:22,637.7,4,With other specified complications,9623,icd9
,2013-01-10 12:33:18,478.5,4,Other diseases of vocal cords,9420,icd9
255945110.0,2015-06-27 09:53:08,927.9,4,Unspecified site,2912,icd9
,2016-11-09 01:27:14,833.0,4,Closed dislocation,8004,icd9
336307300.0,1979-07-14 00:12:21,589.1,4,Bilateral small kidneys,2972,icd9
349419816.0,2003-10-21 16:38:04,V44,3,Artificial opening status,1822,icd9
223749452.0,2004-08-14 17:09:33,443.89,5,Other,7087,icd9
331941238.0,1998-04-28 19:31:24,315.01,5,Alexia,7882,icd9
255928198.0,1971-09-01 14:46:59,905.8,4,Late effect of tendon injury,3543,icd9
313600571.0,2014-03-22 09:03:37,210.3,4,Floor of mouth,9623,icd9
,2019-04-22 04:35:25,V23.49,5,Pregnancy with other poor obstetric history,6755,icd9
311686227.0,2002-01-29 17:04:24,994.1,4,Drowning and nonfatal submersion,8004,icd9
267741099.0,1983-04-07 10:20:00,371.5,4,Hereditary corneal dystrophies,4934,icd9
311789618.0,2007-12-20 03:36:11,033.1,4,Bordetella parapertussis [B. parapertussis],9657,icd9
,2003-08-15 11:40:24,176.3,4,Gastrointestinal sites,7882,icd9
346363914.0,2015-09-08 04:39:56,214.4,4,Spermatic cord,3075,icd9
,1984-02-27 22:13:07,598.8,4,Other specified causes of urethral stricture,9420,icd9
213790337.0,1974-05-25 15:42:58,190.6,4,Choroid,5893,icd9
,1989-04-13 03:01:49,024,3,Glanders,7573,icd9
332154881.0,1979-07-18 02:21:39,297.9,4,Unspecified paranoid state,2972,icd9
224092051.0,2020-11-26 13:56:46,305.9,4,"Other, mixed, or unspecified drug abuse",5196,icd9
263084236.0,1974-06-11 08:26:46,094.89,5,Other,7573,icd9
,2020-01-16 04:23:24,301.83,5,Borderline personality disorder,6238,icd9
336003358.0,2019-10-04 05:26:54,780.5,4,Sleep disturbances,3643,icd9
342206814.0,1991-04-19 19:27:22,831.1,4,Open dislocation,6755,icd9
,2002-06-04 15:01:46,E944.5,4,"Electrolytic, caloric, and water-balance agents",3894,icd9
359983676.0,2005-08-02 18:04:07,008.04,5,Enterohemorrhagic E. coli,5196,icd9
247019504.0,1983-04-14 06:30:16,388.1,4,Noise effects on inner ear,6321,icd9
215748232.0,1972-01-05 20:54:19,728.9,4,"Unspecified disorder of muscle, ligament, and fascia",9420,icd9
,1971-09-11 15:04:16,290.12,5,Presenile dementia with delusional features,9186,icd9
341518210.0,2005-08-30 06:55:38,364.04,5,"Secondary iridocyclitis, noninfectious",4224,icd9
374650200.0,1984-05-29 20:10:57,831.1,4,Open dislocation,9186,icd9
364328644.0,2006-02-09 07:34:41,874.02,5,Trachea,3647,icd9
269389335.0,1989-06-04 13:17:33,041.2,4,Pneumococcus,1286,icd9
276640050.0,1985-06-19 03:36:54,597.89,5,Other,9566,icd9
325450369.0,1980-12-31 22:16:32,125,3,Filarial infection and dracontiasis,2047,icd9
,1977-06-27 00:37:45,371.30,5,"Corneal membrane change, unspecified",8625,icd9
227003670.0,1983-12-25 06:00:19,041.8,4,Other specified bacterial infections,4303,icd9
217875580.0,2016-10-23 02:02:39,852.3,4,Subdural hemorrhage following injury with open intracranial wound,1282,icd9
218422957.0,1982-06-19 14:37:24,V10.2,4,Other respiratory and intrathoracic organs,4224,icd9
338086447.0,1980-08-26 09:09:52,033.8,4,Whooping cough due to other specified organism,6321,icd9
,2001-10-28 10:21:46,926,3,Crushing injury of trunk,5253,icd9
320336235.0,1990-03-11 05:14:28,E955.1,4,Shotgun,9566,icd9
332183123.0,2019-07-21 13:49:24,523.4,4,Chronic periodontitis,2972,icd9
263701385.0,1972-08-01 12:59:01,905.0,4,Late effect of fracture of skull and face bones,6755,icd9
213418833.0,2013-01-27 07:53:56,376.44,5,Orbital deformities associated with craniofacial deformities,3075,icd9
,2015-12-29 16:34:39,376,3,Disorders of the orbit,6238,icd9
222246913.0,1985-12-27 22:43:38,V83-V84,2,GENETICS ,9566,icd9
354478123.0,2004-08-27 00:21:29,994.7,4,Asphyxiation and strangulation,1822,icd9
200374539.0,2019-06-16 01:49:46,812.11,5,Surgical neck,2047,icd9
341028814.0,1995-05-14 07:56:05,851.9,4,"Other and unspecified cerebral laceration and contusion, with open intracranial wound",7107,icd9
246395247.0,1979-06-19 15:44:06,585.5,4,"Chronic kidney disease, Stage V",2972,icd9
226928324.0,2015-05-02 15:07:41,984,3,Toxic effect of lead and its compounds (including fumes),4303,icd9
,1992-09-05 23:56:14,300.09,5,Other,6321,icd9
323137665.0,1975-08-27 04:41:00,368.46,5,Homonymous bilateral field defects,1977,icd9
355270139.0,2000-07-01 22:43:15,600.21,5,Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),7116,icd9
316075392.0,1974-02-11 09:03:25,313.21,5,Shyness disorder of childhood,9608,icd9
357599457.0,1992-10-16 15:56:25,270.4,4,Disturbances of sulphur-bearing amino-acid metabolism,9420,icd9
307928487.0,1995-12-08 03:47:20,E832,3,Other accidental submersion or drowning in water transport accident,9623,icd9
,1997-12-21 15:22:22,E871,3,Foreign object left in body during procedure,2972,icd9
292548859.0,2012-12-14 04:42:04,708.0,4,Allergic urticaria,1404,icd9
378429731.0,1998-02-14 22:17:15,V58.12,5,Encounter for antineoplastic immunotherapy,2515,icd9
217956753.0,2009-11-14 18:40:10,V46.1,4,Respirator [Ventilator],5714,icd9
,1971-09-23 00:33:37,770.88,5,Hypoxemia of newborn,9623,icd9
276324368.0,2020-09-23 08:53:56,626.2,4,Excessive or frequent menstruation,9657,icd9
209661214.0,2011-08-08 02:29:46,240-279,1,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS ",5253,icd9
246279623.0,1982-04-03 08:58:15,279.5,4,Graft-versus-host disease,1286,icd9
326738914.0,1976-07-16 08:11:01,568.8,4,Other specified disorders of peritoneum,9186,icd9
363276041.0,1993-06-06 15:11:56,V66.2,4,Following chemotherapy,7573,icd9
,2020-09-29 00:19:52,376.00,5,"Acute inflammation of orbit, unspecified",4303,icd9
378073532.0,1984-01-20 01:48:24,524.64,5,Temporomandibular joint sounds on opening and/or closing the jaw,2515,icd9
340307491.0,2013-03-28 20:22:34,979.3,4,Yellow fever vaccine,2344,icd9
225246164.0,1984-03-25 08:11:07,765.27,5,33-34 weeks of gestation,9657,icd9
366198879.0,2018-02-10 14:57:59,866,3,Injury to kidney,6238,icd9
,1992-10-30 15:05:52,V16.5,4,Urinary organs,1977,icd9
,1975-01-13 14:09:15,201.7,4,Lymphocytic depletion,9420,icd9
347881247.0,2003-01-20 05:00:00,338,3,"Pain, not elsewhere classified",5196,icd9
245621044.0,2008-08-13 15:17:30,569.49,5,Other,3611,icd9
,1981-12-30 12:21:33,E952,3,Suicide and self-inflicted poisoning by other gases and vapors,7882,icd9
347319546.0,1982-08-20 21:35:55,214,3,Lipoma,9566,icd9
389611153.0,1975-06-23 19:55:28,E854.0,4,Antidepressants,2912,icd9
337562098.0,1996-01-20 15:51:04,249.5,4,Secondary diabetes mellitus with ophthalmic manifestations,2962,icd9
,1975-06-28 22:12:50,209.42,5,Benign carcinoid tumor of the jejunum,6755,icd9
380644481.0,2008-11-08 17:34:01,836.50,5,"Dislocation of knee, unspecified",3600,icd9
228478575.0,1976-07-23 09:32:58,651.3,4,Twin pregnancy with fetal loss and retention of one fetus,5253,icd9
290207665.0,1981-01-24 04:44:24,244.1,4,Other postablative hypothyroidism,2912,icd9
201690820.0,1982-04-10 15:08:44,374.13,5,Spastic ectropion,6755,icd9
274271819.0,2009-02-28 15:42:18,317,3,Mild mental retardation,3643,icd9
256317427.0,1978-08-22 02:43:01,618.82,5,Incompetence or weakening of rectovaginal tissue,7573,icd9
240502787.0,2001-07-26 15:54:24,808,3,Fracture of pelvis,1286,icd9
320834181.0,1981-02-22 12:53:18,579.2,4,Blind loop syndrome,5196,icd9
256719450.0,2009-04-09 14:43:54,V01.5,4,Rabies,3894,icd9
