תעודת זהות,תאריך ביקור,קוד הבחנה,עומק קוד הבחנה,תיאור הבחנה,קוד מרפאה,סוג קוד
364510008.0,2009-01-15 11:03:04,952.01,5,C1-C4 level with complete lesion of spinal cord,1404,icd9
301876106.0,2010-10-01 23:58:02,524.00,5,Unspecified anomaly,9657,icd9
,1993-12-31 15:47:24,378.82,5,Spasm of conjugate gaze,1977,icd9
278294539.0,1992-07-19 03:40:15,V88.02,5,Acquired absence of uterus with remaining cervical stump,7087,icd9
348439470.0,2002-11-15 22:54:36,525.54,5,"Partial edentulism, class IV",7882,icd9
293858792.0,2018-08-29 22:57:53,309.28,5,Adjustment disorder with mixed anxiety and depressed mood,2962,icd9
,2002-11-21 07:30:29,346.3,4,Hemiplegic migraine,5714,icd9
,1985-03-31 16:09:21,E990.0,4,From gasoline bomb,2344,icd9
280109392.0,2012-06-30 18:06:24,971.2,4,Sympathomimetics [adrenergics],8004,icd9
321378557.0,1974-12-07 03:45:35,519.1,4,"Other diseases of trachea and bronchus, not elsewhere classified",1977,icd9
364812938.0,1993-07-12 18:36:37,V49.8,4,Other specified conditions influencing health status,9186,icd9
306565669.0,1978-07-09 10:52:37,V87.41,5,Personal history of antineoplastic chemotherapy,9420,icd9
337406475.0,1986-01-05 01:05:46,998.82,5,Cataract fragments in eye following cataract surgery,1323,icd9
219290863.0,2020-03-08 05:43:18,V02.69,5,Other viral hepatitis carrier,9566,icd9
313691688.0,2005-02-04 10:41:04,862.9,4,"Multiple and unspecified intrathoracic organs, with open wound into cavity",2047,icd9
220165641.0,2004-06-30 10:49:44,806.06,5,C5-C7 level with complete lesion of cord,7573,icd9
389896060.0,1981-07-18 00:14:17,524.22,5,"Malocclusion, Angle's class II",1404,icd9
290243074.0,1996-06-22 08:13:24,E892,3,Conflagration not in building or structure,2962,icd9
350198425.0,2009-12-22 11:22:55,802,3,Fracture of face bones,9566,icd9
351521967.0,1983-04-13 00:32:13,794.17,5,Abnormal electromyogram [EMG],1404,icd9
331935137.0,2020-09-29 21:24:55,170.5,4,Short bones of upper limb,7087,icd9
303523359.0,1988-05-17 19:22:36,374.12,5,Mechanical ectropion,3962,icd9
264932286.0,1973-05-12 15:37:44,346.8,4,Other forms of migraine,4224,icd9
389650437.0,1994-09-28 02:17:51,724.0,4,"Spinal stenosis, other than cervical",8625,icd9
218534720.0,2019-06-04 09:00:43,E931.8,4,Other antimycobacterial drugs,4224,icd9
,2020-04-15 04:51:20,E971,3,Injury due to legal intervention by explosives,2344,icd9
361754166.0,1977-02-16 01:10:17,277.81,5,Primary carnitine deficiency,4303,icd9
353906946.0,1973-07-06 22:46:46,E960-E969,2,HOMICIDE AND INJURY PURPOSELY INFLICTED BY OTHER PERSONS ,9420,icd9
350555826.0,1992-03-02 00:19:55,446.20,5,"Hypersensitivity angiitis, unspecified",4934,icd9
266419147.0,1992-12-25 10:14:34,521.22,5,"Abrasion, extending into dentine",5196,icd9
290796355.0,1994-10-28 17:04:33,639.6,4,Embolism,3543,icd9
295627498.0,1998-08-25 03:38:06,232.6,4,"Skin of upper limb, including shoulder",4303,icd9
363910814.0,1981-06-30 09:33:51,828.1,4,Open,1500,icd9
363300944.0,1990-02-12 16:18:49,820.32,5,Subtrochanteric section,1323,icd9
239230092.0,2002-02-08 14:20:47,620.8,4,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",2912,icd9
209918740.0,1990-09-25 13:26:10,V18.3,4,Other blood disorders,2515,icd9
216367045.0,2020-11-16 02:19:33,E944.6,4,"Other mineral salts, not elsewhere classified",7116,icd9
,1991-08-17 12:34:53,397,3,Diseases of other endocardial structures,9608,icd9
367964508.0,1979-11-23 09:38:45,366.12,5,Incipient cataract,5196,icd9
312414634.0,1978-12-13 05:56:15,307.23,5,Tourette's disorder,7087,icd9
376181834.0,2020-03-05 03:27:07,610.9,4,"Benign mammary dysplasia, unspecified",7364,icd9
,1995-11-18 23:33:38,779.4,4,Drug reactions and intoxications specific to newborn,1211,icd9
,2019-02-27 19:20:26,717.2,4,Derangement of posterior horn of medial meniscus,3543,icd9
330021956.0,2010-03-28 02:43:48,824.7,4,"Trimalleolar, open",7485,icd9
208292002.0,2008-02-14 03:56:42,395.1,4,Rheumatic aortic insufficiency,3600,icd9
208049054.0,1983-02-24 17:19:53,V71.09,5,Other suspected mental condition,7882,icd9
298004515.0,2007-06-26 23:20:04,237.70,5,"Neurofibromatosis, unspecified",9420,icd9
261834682.0,1975-04-09 16:23:58,952.2,4,Lumbar,8724,icd9
,2002-12-13 20:30:19,718.4,4,Contracture of joint,9657,icd9
338595143.0,2003-02-11 15:11:46,V58.77,5,"Aftercare following surgery of the skin and subcutaneous tissue, NEC",2912,icd9
289116753.0,1979-07-21 04:23:11,625.6,4,"Stress incontinence, female",3647,icd9
215912452.0,2001-05-11 03:02:50,E919.8,4,Other specified machinery,3894,icd9
241855047.0,2001-09-16 20:41:17,638.0,4,Complicated by genital tract and pelvic infection,3075,icd9
344327507.0,1991-06-29 02:56:17,721.42,5,Lumbar region,1977,icd9
280498797.0,1985-12-11 15:37:19,V01.83,5,Escherichia coli (E. coli),5196,icd9
281958991.0,2008-09-15 15:05:34,E874.9,4,Unspecified procedure,7364,icd9
361589206.0,2009-04-22 10:42:30,049,3,Other non-arthropod-borne viral diseases of central nervous system,1404,icd9
325904845.0,2010-12-04 05:23:35,695.53,5,Exfoliation due to erythematous condition involving 30-39 percent of body surface,2972,icd9
352296994.0,1996-09-17 18:37:56,927.00,5,Shoulder region,1404,icd9
212119405.0,1987-05-11 01:10:05,958,3,Certain early complications of trauma,2344,icd9
,1989-09-27 18:29:54,813.5,4,"Lower end, open",2912,icd9
287067518.0,1974-12-30 21:36:37,807.3,4,"Sternum, open",1977,icd9
268063362.0,1974-07-02 17:16:50,131.9,4,"Trichomoniasis, unspecified",8724,icd9
286139237.0,2007-10-19 12:36:04,646.4,4,Peripheral neuritis in pregnancy,6755,icd9
358520595.0,2004-12-21 05:30:28,530.13,5,Eosinophilic esophagitis,3146,icd9
309108604.0,1987-01-20 15:13:10,634.9,4,Without mention of complication,3643,icd9
,2012-07-19 19:41:12,369.4,4,"Legal blindness, as defined in U.S.A.",2912,icd9
254022630.0,2016-10-05 18:18:57,371.3,4,Changes of corneal membranes,3075,icd9
331611688.0,2020-01-02 17:42:09,346.6,4,Persistent migraine aura with cerebral infarction,6238,icd9
283267349.0,2001-05-27 02:27:37,953.8,4,Multiple sites,1323,icd9
210394737.0,2020-06-18 17:40:58,E980.5,4,Unspecified drug or medicinal substance,1404,icd9
226405580.0,2001-02-02 02:09:38,779.0,4,Convulsions in newborn,7364,icd9
290012274.0,1981-10-04 17:59:39,300.02,5,Generalized anxiety disorder,3962,icd9
308398110.0,1979-01-11 14:05:50,996.2,4,"Mechanical complication of nervous system device, implant, and graft",1977,icd9
249238920.0,1997-03-03 14:36:09,794.02,5,Abnormal electroencephalogram [EEG],2912,icd9
255288220.0,1983-11-08 22:53:45,377.22,5,Crater-like holes of optic disc,9186,icd9
254059364.0,1976-05-26 23:12:11,038.49,5,Other,9623,icd9
,2020-01-09 11:03:01,717.3,4,Other and unspecified derangement of medial meniscus,4224,icd9
,2011-03-15 20:08:03,E850.8,4,Other specified analgesics and antipyretics,5893,icd9
307163025.0,1981-05-09 17:24:56,622.6,4,Hypertrophic elongation of cervix,2344,icd9
330582947.0,1980-08-31 09:30:41,922.3,4,Back,5253,icd9
261523638.0,1999-11-07 20:08:49,335.2,4,Motor neuron disease,2515,icd9
233264402.0,1999-02-08 12:09:33,361.9,4,Unspecified retinal detachment,7485,icd9
248126203.0,1978-12-05 15:00:03,588.0,4,Renal osteodystrophy,1822,icd9
317678269.0,1976-10-10 08:44:56,259.1,4,"Precocious sexual development and puberty, not elsewhere classified",1211,icd9
352301679.0,1972-05-25 01:17:08,795.02,5,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),3611,icd9
362193640.0,2002-04-17 19:11:57,273.4,4,Alpha-1-antitrypsin deficiency,5253,icd9
,1975-06-24 20:30:19,530.11,5,Reflux esophagitis,3543,icd9
,1999-09-15 08:46:51,525.69,5,Other unsatisfactory restoration of existing tooth,5893,icd9
286869046.0,1980-02-25 06:13:27,E866.9,4,Unspecified solid or liquid substance,8625,icd9
303753448.0,2004-05-22 23:46:04,574,3,Cholelithiasis,9566,icd9
,1972-10-10 21:54:39,729.72,5,Nontraumatic compartment syndrome of lower extremity,1500,icd9
300305734.0,2019-01-30 11:56:39,794.17,5,Abnormal electromyogram [EMG],1822,icd9
237884756.0,2008-11-14 12:02:29,110-118,2,MYCOSES ,2533,icd9
320242034.0,2011-08-27 03:35:25,525.3,4,Retained dental root,7087,icd9
307624922.0,1981-07-07 20:48:19,902.54,5,Iliac vein,3611,icd9
303011760.0,2020-10-12 23:29:45,230-234,2,CARCINOMA IN SITU ,3647,icd9
220364729.0,1992-02-02 07:30:10,421.9,4,"Acute endocarditis, unspecified",2515,icd9
227062314.0,1999-10-02 12:22:11,736.3,4,Acquired deformities of hip,3543,icd9
261075600.0,1993-01-24 21:32:46,361.9,4,Unspecified retinal detachment,7107,icd9
357167770.0,2003-07-22 21:46:07,379.07,5,Posterior scleritis,7107,icd9
302131618.0,1976-02-22 16:36:56,813.16,5,Neck of radius,2515,icd9
,1979-07-04 22:25:16,894,3,Multiple and unspecified open wound of lower limb,2972,icd9
361708648.0,1976-04-10 11:48:46,667,3,Retained placenta without hemorrhage,3543,icd9
204756170.0,2009-10-10 05:06:04,E866.8,4,Other specified solid or liquid substances,6238,icd9
310933798.0,2020-03-15 00:03:01,854.1,4,With open intracranial wound,7573,icd9
236924363.0,1992-07-05 20:52:25,E823,3,Other motor vehicle nontraffic accident involving collision with stationary object,3643,icd9
382672569.0,2015-04-16 13:20:48,873.32,5,Nasal cavity,3146,icd9
340004872.0,1992-02-06 18:10:31,337,3,Disorders of the autonomic nervous system,3647,icd9
,1976-08-21 14:06:51,658,3,Other problems associated with amniotic cavity and membranes,2533,icd9
,1991-05-12 06:55:41,041.86,5,Helicobacter pylori (H. pylori),7364,icd9
214937971.0,2005-04-21 10:31:21,611.7,4,Signs and symptoms in breast,7573,icd9
358236795.0,1980-10-03 08:59:45,E882,3,Fall from or out of building or other structure,1282,icd9
374508871.0,1987-04-06 05:18:47,364.56,5,Degenerative changes of chamber angle,4224,icd9
,2000-03-31 05:38:40,756,3,Other congenital musculoskeletal anomalies,5714,icd9
321305622.0,1999-06-26 09:46:29,861.3,4,"Lung, with open wound into thorax",5893,icd9
384542656.0,1995-03-14 03:17:15,277.01,5,With meconium ileus,5253,icd9
,2010-01-25 08:09:25,V87.39,5,Contact with and (suspected ) exposure to other potentially hazardous substances,6755,icd9
,1976-01-16 17:23:21,117.3,4,Aspergillosis,7573,icd9
250219179.0,1995-09-14 22:17:57,471.8,4,Other polyp of sinus,3611,icd9
373284185.0,1992-07-02 00:49:04,525.53,5,"Partial edentulism, class III",2047,icd9
285691234.0,2007-01-05 10:55:27,E944.6,4,"Other mineral salts, not elsewhere classified",2047,icd9
369271548.0,1980-01-27 23:59:16,733,3,Other disorders of bone and cartilage,8625,icd9
358797897.0,2013-09-27 12:10:07,618.3,4,"Uterovaginal prolapse, complete",2912,icd9
291134954.0,1984-09-03 04:55:39,333.92,5,Neuroleptic malignant syndrome,2962,icd9
379069608.0,1975-01-16 15:41:05,E893.8,4,From other specified sources,2047,icd9
347607541.0,1986-08-21 05:14:29,464.20,5,Without mention of obstruction,7107,icd9
209967663.0,1977-10-12 20:33:43,724.4,4,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",7882,icd9
304899944.0,1979-04-21 18:28:42,371.31,5,Folds and rupture of Bowman's membrane,1211,icd9
329369712.0,2013-09-05 18:45:30,378.52,5,"Third or oculomotor nerve palsy, total",3611,icd9
248929528.0,1978-02-27 16:22:50,V23.8,4,Other high-risk pregnancy,1323,icd9
332161003.0,2010-09-15 21:13:02,799.4,4,Cachexia,7107,icd9
347144384.0,1986-08-15 04:57:52,382.9,4,Unspecified otitis media,1286,icd9
223923712.0,2015-08-15 23:28:59,371.13,5,Posterior pigmentations,4303,icd9
361055877.0,2018-06-29 12:45:45,653.6,4,Hydrocephalic fetus causing disproportion,1404,icd9
272785031.0,1976-05-07 12:39:05,051.2,4,Contagious pustular dermatitis,4224,icd9
218084165.0,1983-01-28 18:23:32,098.85,5,Other gonococcal heart disease,3962,icd9
386093431.0,2009-04-23 19:53:36,873.54,5,Jaw,5253,icd9
,1971-02-25 21:19:23,700-709,2,OTHER DISEASES OF SKIN AND SUBCUTANEOUS TISSUE ,3075,icd9
,1979-09-18 20:49:31,E946.0,4,Local anti-infectives and anti-inflammatory drugs,9566,icd9
291036001.0,1994-08-17 00:22:44,362.26,5,"Retinopathy of prematurity, stage 4",5253,icd9
278700435.0,2009-02-22 08:24:45,369.17,5,Better eye: moderate impairment; lesser eye: near-total impairment,1286,icd9
,1991-03-14 03:29:36,763,3,Fetus or newborn affected by other complications of labor and delivery,1500,icd9
333679509.0,2010-05-23 04:19:11,389.00,5,"Conductive hearing loss, unspecified",3647,icd9
373739368.0,1993-10-30 19:11:16,410.7,4,Subendocardial infarction,1286,icd9
201767563.0,2009-07-25 07:53:22,V52.2,4,Artificial eye,4224,icd9
242728397.0,2006-01-22 21:54:01,995.63,5,Due to fruits and vegetables,9657,icd9
369137107.0,1972-07-25 18:05:38,360.24,5,Other metallosis,6238,icd9
306714243.0,1985-09-06 05:43:48,960.4,4,Tetracycline group,5196,icd9
264954034.0,1985-06-29 09:54:34,360.53,5,"Foreign body, magnetic, in lens",6238,icd9
242509523.0,2003-02-24 09:50:05,564.2,4,Postgastric surgery syndromes,2972,icd9
353272362.0,1988-11-18 23:32:36,483,3,Pneumonia due to other specified organism,8625,icd9
345107538.0,2012-12-03 20:27:16,482.42,5,Methicillin resistant pneumonia due to Staphylococcus aureus,3543,icd9
,2007-12-20 02:57:04,218.9,4,"Leiomyoma of uterus, unspecified",3894,icd9
271169708.0,1996-06-04 22:11:25,015.5,4,Limb bones,7116,icd9
341031309.0,1982-06-19 05:33:59,998.7,4,Acute reaction to foreign substance accidentally left during a procedure,6238,icd9
291567284.0,1983-05-25 20:01:20,995.52,5,Child neglect (nutritional),1404,icd9
202114997.0,1979-11-08 12:41:45,792.3,4,Amniotic fluid,1500,icd9
233231509.0,1979-07-21 08:46:10,E936.2,4,Succinimides,9186,icd9
367565139.0,2005-11-24 17:55:04,620.4,4,Prolapse or hernia of ovary and fallopian tube,1500,icd9
229560410.0,2017-04-04 23:00:41,V10.4,4,Genital organs,7485,icd9
380774588.0,2015-05-31 19:30:25,277.1,4,Disorders of porphyrin metabolism,1323,icd9
283033324.0,2020-05-19 02:47:36,V58.77,5,"Aftercare following surgery of the skin and subcutaneous tissue, NEC",1286,icd9
275491233.0,1982-03-23 14:31:02,990-995,2,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES ,5714,icd9
313344149.0,1973-10-29 13:31:14,V11.1,4,Affective disorders,1404,icd9
304057797.0,1991-07-23 12:03:38,386.10,5,"Peripheral vertigo, unspecified",2533,icd9
294296875.0,1992-12-19 08:44:34,777.9,4,Unspecified perinatal disorder of digestive system,5196,icd9
290179738.0,2003-11-27 00:15:41,331.83,5,"Mild cognitive impairment, so stated",1977,icd9
,1972-09-15 11:59:16,784.4,4,Voice disturbance,3647,icd9
,1999-04-30 18:11:34,863.45,5,Rectum,7116,icd9
305794538.0,1992-07-13 02:09:51,852.1,4,Subarachnoid hemorrhage following injury with open intracranial wound,2972,icd9
212593856.0,2003-06-27 01:35:38,091.9,4,Unspecified secondary syphilis,3647,icd9
228677689.0,1991-08-15 09:49:04,839.06,5,Sixth cervical vertebra,9186,icd9
,2008-09-18 19:49:17,362.5,4,Degeneration of macula and posterior pole,3894,icd9
340229385.0,1982-11-16 13:40:00,581.0,4,With lesion of proliferative glomerulonephritis,9420,icd9
333021688.0,2011-02-09 19:50:16,E945.7,4,Antiasthmatics,3146,icd9
240335810.0,2002-06-10 18:00:11,065.1,4,Omsk hemorrhagic fever,2912,icd9
373111665.0,1990-05-04 04:13:30,950,3,Injury to optic nerve and pathways,6321,icd9
244969525.0,2004-01-09 19:30:35,733.44,5,Talus,8004,icd9
210701634.0,2010-06-29 12:30:13,V01.7,4,Other viral diseases,3146,icd9
248125204.0,1996-01-04 12:40:07,780.64,5,Chills (without fever),2344,icd9
,1976-10-18 13:51:16,349,3,Other and unspecified disorders of the nervous system,4224,icd9
254866208.0,1985-03-26 17:08:55,354.4,4,Causalgia of upper limb,3647,icd9
350926852.0,2008-03-09 10:17:48,320-326,2,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM ,6321,icd9
324920846.0,1996-02-17 05:28:52,272.7,4,Lipidoses,9657,icd9
290387701.0,1995-09-15 08:21:25,435.3,4,Vertebrobasilar artery syndrome,4224,icd9
,1971-08-02 06:53:36,E930.0,4,Penicillins,1286,icd9
322457758.0,1971-10-25 20:11:47,360.69,5,Foreign body in other or multiple sites,8724,icd9
219010820.0,1992-10-11 15:03:48,997.01,5,Central nervous system complication,6321,icd9
294217875.0,1976-11-24 12:24:09,198.1,4,Other urinary organs,7573,icd9
202541077.0,1976-09-27 22:38:01,E942,3,Agents primarily affecting the cardiovascular system,3894,icd9
343526951.0,2014-12-02 13:30:46,754,2,Certain congenital musculoskeletal deformities,5196,icd9
209092939.0,1982-03-03 22:28:55,453.1,4,Thrombophlebitis migrans,8724,icd9
274464949.0,1987-11-06 14:23:02,471,3,Nasal polyps,9623,icd9
232203345.0,1979-07-07 14:04:42,567.3,4,Retroperitoneal infections,8724,icd9
,1995-06-30 12:29:15,E851,3,Accidental poisoning by barbiturates,7882,icd9
386496131.0,2005-06-16 02:16:56,222.0,4,Testis,1822,icd9
279502818.0,1993-06-13 04:49:10,102.3,4,Hyperkeratosis,9657,icd9
,1992-07-27 03:46:58,236.0,4,Uterus,9566,icd9
351188833.0,2007-07-13 06:17:32,314.2,4,Hyperkinetic conduct disorder,3962,icd9
268542238.0,2003-01-21 16:11:33,727.51,5,Synovial cyst of popliteal space,4303,icd9
209675580.0,1971-12-07 08:06:35,045.9,4,"Acute poliomyelitis, unspecified",5893,icd9
239554647.0,1972-03-05 08:26:17,426.12,5,Mobitz (type) II atrioventricular block,7882,icd9
221422864.0,2019-01-17 12:05:28,372.9,4,Unspecified disorder of conjunctiva,7116,icd9
203671475.0,2010-04-28 05:37:13,790.22,5,Impaired glucose tolerance test (oral),7087,icd9
,2008-11-28 12:55:42,808.52,5,Ischium,1286,icd9
298386028.0,1996-08-12 11:19:18,507.8,4,Due to other solids and liquids,5893,icd9
345892048.0,2007-02-13 15:43:32,784.1,4,Throat pain,2533,icd9
380679486.0,2013-09-23 20:50:31,V11.2,4,Neurosis,6321,icd9
338068148.0,1997-08-09 07:29:48,878.9,4,"Other and unspecified parts, complicated",9657,icd9
,2007-02-24 04:14:49,V76.19,5,Other screening breast examination,4303,icd9
281003855.0,2016-06-05 03:49:07,878.9,4,"Other and unspecified parts, complicated",3146,icd9
325137102.0,2005-11-15 01:46:27,765.21,5,Less than 24 completed weeks of gestation,7087,icd9
,1987-12-30 21:15:56,802.33,5,Coronoid process,3075,icd9
347821020.0,2000-11-19 03:47:07,440.3,4,Of bypass graft of the extremities,7116,icd9
273022361.0,1988-11-27 16:37:34,795.0,4,Abnormal Papanicolaou smear of cervix and cervical HPV,6238,icd9
378453482.0,1997-05-04 11:21:34,V72.84,5,"Preoperative examination, unspecified",3600,icd9
345328873.0,2008-02-01 19:43:57,726.72,5,Tibialis tendinitis,7573,icd9
220736896.0,1984-09-16 14:55:08,V13.2,4,Other genital system and obstetric disorders,6321,icd9
222422239.0,1990-07-01 03:04:33,524.30,5,Unspecified anomaly of tooth position,3611,icd9
256423674.0,2011-01-09 20:47:38,201.7,4,Lymphocytic depletion,3543,icd9
379145370.0,1997-07-19 01:42:51,V40.9,4,Unspecified mental or behavioral problem,1822,icd9
364100874.0,1991-02-22 08:27:05,V16.41,5,Ovary,1286,icd9
,1987-11-14 11:35:33,845.12,5,Metatarsophalangeal (joint),6321,icd9
344503869.0,2014-12-23 16:28:54,083.0,4,Q fever,1822,icd9
203050893.0,1977-02-19 14:08:01,002.2,4,Paratyphoid fever B,7485,icd9
,2003-05-30 14:37:09,340,3,Multiple sclerosis,3647,icd9
299889188.0,1983-12-29 23:06:34,V07.2,4,Prophylactic immunotherapy,3611,icd9
,2013-08-08 18:27:33,362.65,5,Secondary pigmentary degeneration,7882,icd9
324110058.0,1979-06-20 09:34:16,726.90,5,Enthesopathy of unspecified site,9566,icd9
316725814.0,2001-12-28 13:07:55,148.0,4,Postcricoid region,3543,icd9
299990618.0,1990-08-16 13:24:00,176,3,Kaposi's sarcoma,1282,icd9
352155742.0,2000-03-28 02:02:03,184.2,4,Labia minora,1323,icd9
,2005-07-08 19:52:36,E929.3,4,Late effects of accidental fall,8625,icd9
283240128.0,1998-02-04 06:33:17,223.2,4,Ureter,2912,icd9
324594443.0,1976-09-05 08:30:17,651.5,4,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),2344,icd9
337405923.0,1981-05-14 22:10:34,953.5,4,Lumbosacral plexus,7882,icd9
212365178.0,2017-11-06 22:54:04,V60,3,"Housing, household, and economic circumstances",2962,icd9
358100502.0,2017-09-02 12:20:29,172.9,4,"Melanoma of skin, site unspecified",7485,icd9
385482557.0,2006-04-22 18:02:33,728.8,4,"Other disorders of muscle, ligament, and fascia",9608,icd9
319888019.0,1986-06-07 12:05:23,290.11,5,Presenile dementia with delirium,3962,icd9
267378347.0,1989-05-08 20:50:15,203.0,4,Multiple myeloma,8724,icd9
331146605.0,2016-01-14 08:57:55,351.0,4,Bell's palsy,1822,icd9
,2001-09-06 08:59:23,532.3,4,Acute without mention of hemorrhage or perforation,5253,icd9
,2013-08-14 06:31:12,590.0,4,Chronic pyelonephritis,9566,icd9
341865495.0,1973-04-19 08:00:10,327.0,4,Organic disorders of initiating and maintaining sleep [Organic insomnia],5253,icd9
356143495.0,1984-05-24 16:08:58,363.10,5,"Disseminated chorioretinitis, unspecified",9566,icd9
,2016-06-17 00:45:55,111.2,4,Tinea blanca,1211,icd9
214612948.0,2012-08-31 00:46:20,414.10,5,Aneurysm of heart (wall),2344,icd9
338225105.0,1977-10-01 11:45:40,209.42,5,Benign carcinoid tumor of the jejunum,4224,icd9
229306531.0,2008-07-29 13:21:52,V23.1,4,Pregnancy with history of trophoblastic disease,2344,icd9
,1971-11-08 05:32:53,E912,3,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,5714,icd9
226591727.0,2006-09-09 09:15:10,948.7,4,70-79 percent of body surface,5893,icd9
326224214.0,1971-11-19 13:16:03,863.9,4,"Other and unspecified gastrointestinal sites, with open wound into cavity",7364,icd9
251269352.0,1979-04-09 17:53:41,437.8,4,Other,9608,icd9
244324556.0,1988-06-19 09:04:46,817.1,4,Open,3962,icd9
368660514.0,2006-06-20 04:10:42,701,3,Other hypertrophic and atrophic conditions of skin,4303,icd9
309128108.0,2008-04-27 04:49:28,429.1,4,Myocardial degeneration,1323,icd9
243020015.0,2002-09-20 12:57:14,072.71,5,Mumps hepatitis,3643,icd9
200272203.0,1991-06-09 23:02:49,V03,3,Need for prophylactic vaccination and inoculation against bacterial diseases,3611,icd9
254137405.0,1975-02-06 17:48:48,802.34,5,"Ramus, unspecified",3962,icd9
217321039.0,2005-06-06 01:22:28,E917.2,4,In running water without subsequent fall,3600,icd9
344393927.0,1982-01-20 23:57:05,332,3,Parkinson's disease,4224,icd9
302903773.0,2002-04-09 02:40:33,593.73,5,With reflux nephropathy NOS,5893,icd9
,2006-09-29 11:52:23,V68,3,Encounters for administrative purposes,2515,icd9
207452521.0,2003-04-23 03:16:05,V10.87,5,Thyroid,1211,icd9
358460146.0,1997-12-04 13:29:20,299.1,4,Childhood disintegrative disorder,2344,icd9
319222617.0,2008-11-26 18:20:24,698.3,4,Lichenification and lichen simplex chronicus,2344,icd9
,1976-11-21 06:36:24,V44,3,Artificial opening status,7107,icd9
287099597.0,1974-06-17 13:21:45,127.3,4,Trichuriasis,4224,icd9
220274025.0,1977-03-11 11:55:55,378.41,5,Esophoria,1404,icd9
230455534.0,1997-07-27 19:42:53,685.1,4,Without mention of abscess,9623,icd9
372308618.0,2002-03-12 21:34:23,E941.2,4,Sympathomimetics [adrenergics],2972,icd9
264107232.0,1982-06-24 21:54:05,921.0,4,"Black eye, NOS",3146,icd9
,2016-03-27 10:01:46,V12.4,4,Disorders of nervous system and sense organs,9608,icd9
335241430.0,1972-11-06 21:58:20,492.0,4,Emphysematous bleb,9186,icd9
284206714.0,1988-09-02 17:46:42,V46.14,5,Mechanical complication of respirator [ventilator],3962,icd9
354478127.0,2012-11-14 22:51:55,V49.6,4,Upper limb amputation status,7573,icd9
294930165.0,1993-11-19 23:40:18,V21.33,5,"Low birth weight status, 1000-1499 grams",8724,icd9
,2009-01-07 15:35:51,268.2,4,"Osteomalacia, unspecified",7116,icd9
,1985-01-18 16:29:35,E967.0,4,"By father, stepfather, or boyfriend",5253,icd9
222531014.0,2020-10-27 13:48:48,371.14,5,Kayser-Fleischer ring,3146,icd9
,2011-11-28 07:28:06,618.05,5,Perineocele,7087,icd9
300935807.0,2004-11-07 17:16:25,447.9,4,Unspecified disorders of arteries and arterioles,3146,icd9
347382191.0,1999-05-03 17:22:44,009.3,4,Diarrhea of presumed infectious origin,7364,icd9
337604874.0,1975-03-11 03:01:41,715.3,4,"Osteoarthrosis, localized, not specified whether primary or secondary",5714,icd9
,1999-12-04 17:00:07,789.4,4,Abdominal rigidity,3962,icd9
