סוג קוד,תיאור הבחנה,קוד הבחנה,תאריך ביקור,תעודת זהות
290637361,1992-06-25 18:23:19,T85590S,"Other mechanical complication of bile duct prosthesis, sequela",icd10
324823882,1998-04-03 03:30:54,M4209,"Juvenile osteochondrosis of spine, multiple sites in spine",icd10
241788220,1983-01-19 21:38:25,S5700XA,"Crushing injury of unspecified elbow, initial encounter",icd10
243138550,2018-11-12 03:43:06,T71131A,"Asphyxiation due to being trapped in bed linens, accidental, initial encounter",icd10
338078876,1978-12-28 05:51:15,T365X6D,"Underdosing of aminoglycosides, subsequent encounter",icd10
262711355,2005-03-20 16:34:44,H9210,"Otorrhea, unspecified ear",icd10
361624840,2000-11-20 06:33:54,S68619A,"Complete traumatic transphalangeal amputation of unspecified finger, initial encounter",icd10
351490780,1975-04-05 19:13:42,S60944S,"Unspecified superficial injury of right ring finger, sequela",icd10
288656448,1972-09-07 03:14:33,M40209,"Unspecified kyphosis, site unspecified",icd10
208047648,2011-11-06 13:34:23,I69298,Other sequelae of other nontraumatic intracranial hemorrhage,icd10
266530943,1997-08-07 09:04:52,S062X1A,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter",icd10
329100934,1974-12-07 18:26:57,S92116A,"Nondisplaced fracture of neck of unspecified talus, initial encounter for closed fracture",icd10
279487489,1980-07-16 07:49:25,C84A5,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",icd10
246113295,1994-10-01 00:13:51,S82112C,"Displaced fracture of left tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC",icd10
365966164,2015-01-13 09:54:08,S02650D,"Fracture of angle of mandible, unspecified side, subsequent encounter for fracture with routine healing",icd10
325247658,2007-11-19 16:19:21,F10151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,icd10
362951218,2008-02-21 01:33:50,A3791,"Whooping cough, unspecified species with pneumonia",icd10
221815044,1984-11-06 14:01:45,O356XX2,"Maternal care for (suspected) damage to fetus by radiation, fetus 2",icd10
351420964,1985-12-23 18:10:08,T84216A,"Breakdown (mechanical) of internal fixation device of vertebrae, initial encounter",icd10
234772580,1995-03-23 12:31:24,S72356Q,"Nondisplaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion",icd10
329310255,1998-05-24 06:01:54,M1A1411,"Lead-induced chronic gout, right hand, with tophus (tophi)",icd10
222987211,2014-11-29 16:33:04,V871XXD,"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic), subsequent encounter",icd10
271825470,2020-10-26 15:21:02,T23752A,"Corrosion of third degree of left palm, initial encounter",icd10
294236778,2001-07-11 09:41:49,S52102D,"Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with routine healing",icd10
205699656,1988-01-24 11:14:20,S72321P,"Displaced transverse fracture of shaft of right femur, subsequent encounter for closed fracture with malunion",icd10
377448394,1984-01-14 19:43:43,S60452D,"Superficial foreign body of right middle finger, subsequent encounter",icd10
255367887,1998-03-15 04:17:29,S52252D,"Displaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with routine healing",icd10
219708785,1974-05-01 13:33:32,S62319S,"Displaced fracture of base of unspecified metacarpal bone, sequela",icd10
250336298,2011-11-05 02:12:38,I69119,Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,icd10
312410608,1988-03-27 03:28:24,O29213,"Cerebral anoxia due to anesthesia during pregnancy, third trimester",icd10
234750374,1984-04-27 11:16:36,O09292,"Supervision of pregnancy with other poor reproductive or obstetric history, second trimester",icd10
316185626,1982-01-07 09:16:42,E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,icd10
284117123,1971-05-09 15:41:22,Y3591XD,"Legal intervention, means unspecified, law enforcement official injured, subsequent encounter",icd10
219186238,2020-07-05 10:01:19,H04021,"Chronic dacryoadenitis, right lacrimal gland",icd10
265414650,1994-09-20 18:15:53,S53442D,"Ulnar collateral ligament sprain of left elbow, subsequent encounter",icd10
264634260,1971-11-14 08:40:03,S82134Q,"Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with malunion",icd10
243503470,1980-07-22 22:20:18,T25112D,"Burn of first degree of left ankle, subsequent encounter",icd10
336445248,1997-04-24 19:51:20,S170XXA,"Crushing injury of larynx and trachea, initial encounter",icd10
267807022,1988-12-15 14:13:58,D640,Hereditary sideroblastic anemia,icd10
353135186,1988-11-09 16:10:36,T24629S,"Corrosion of second degree of unspecified knee, sequela",icd10
204849538,2006-11-26 04:27:39,S25421S,"Major laceration of right pulmonary blood vessels, sequela",icd10
351941397,2016-10-24 18:08:39,S59121D,"Salter-Harris Type II physeal fracture of upper end of radius, right arm, subsequent encounter for fracture with routine healing",icd10
201755716,2010-11-10 02:51:33,S92044G,"Nondisplaced other fracture of tuberosity of right calcaneus, subsequent encounter for fracture with delayed healing",icd10
296102968,1971-07-25 15:19:06,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,icd10
341777441,2000-11-27 05:51:46,M9110,"Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], unspecified leg",icd10
252793692,1982-01-30 20:24:15,M84564P,"Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with malunion",icd10
227160464,1973-08-29 10:14:00,H40069,"Primary angle closure without glaucoma damage, unspecified eye",icd10
361455518,1994-04-08 17:22:47,M10019,"Idiopathic gout, unspecified shoulder",icd10
258967797,1994-10-18 21:23:41,M1A2610,"Drug-induced chronic gout, right knee, without tophus (tophi)",icd10
285608589,2002-02-18 02:38:26,V9609XA,"Other balloon accident injuring occupant, initial encounter",icd10
327288797,1976-09-06 05:39:20,Y92129,Unspecified place in nursing home as the place of occurrence of the external cause,icd10
323488424,2000-05-07 12:55:10,F13251,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",icd10
382489978,2017-09-27 13:44:31,S91132D,"Puncture wound without foreign body of left great toe without damage to nail, subsequent encounter",icd10
371311577,1987-06-06 03:56:24,S60426D,"Blister (nonthermal) of right little finger, subsequent encounter",icd10
340123853,1980-11-05 20:49:20,S89399K,"Other physeal fracture of lower end of unspecified fibula, subsequent encounter for fracture with nonunion",icd10
228836200,1971-04-25 18:50:15,C7900,Secondary malignant neoplasm of unspecified kidney and renal pelvis,icd10
374965745,1975-02-19 20:55:32,I69218,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,icd10
215787222,2016-07-17 12:50:17,O6022X0,"Term delivery with preterm labor, second trimester, not applicable or unspecified",icd10
246437979,2012-02-04 00:31:50,S75091A,"Other specified injury of femoral artery, right leg, initial encounter",icd10
243972632,2012-01-01 19:21:28,G2569,Other tics of organic origin,icd10
387935406,2014-12-28 23:57:36,S96219S,"Strain of intrinsic muscle and tendon at ankle and foot level, unspecified foot, sequela",icd10
253554254,1998-08-27 17:31:17,S06333A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",icd10
214585914,2008-12-15 06:32:26,M89059,"Algoneurodystrophy, unspecified thigh",icd10
275201615,1987-12-09 02:05:01,D4862,Neoplasm of uncertain behavior of left breast,icd10
359295219,1995-07-17 04:50:11,S63399A,"Traumatic rupture of other ligament of unspecified wrist, initial encounter",icd10
302543752,2005-01-20 15:51:58,S49042D,"Salter-Harris Type IV physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with routine healing",icd10
278629338,2014-05-24 16:56:05,S61241A,"Puncture wound with foreign body of left index finger without damage to nail, initial encounter",icd10
321880786,2009-10-11 05:02:35,S90512S,"Abrasion, left ankle, sequela",icd10
243093709,2011-06-21 09:00:12,S96909S,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela",icd10
217449668,2008-08-05 14:09:40,T2029XD,"Burn of second degree of multiple sites of head, face, and neck, subsequent encounter",icd10
259554830,1997-11-29 08:05:12,S92492K,"Other fracture of left great toe, subsequent encounter for fracture with nonunion",icd10
255483414,1980-12-23 09:07:38,V104XXD,"Pedal cycle driver injured in collision with pedestrian or animal in traffic accident, subsequent encounter",icd10
270964950,2018-12-14 19:01:02,S31619A,"Laceration without foreign body of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter",icd10
363090373,1971-06-29 07:25:44,S85211A,"Laceration of peroneal artery, right leg, initial encounter",icd10
293050916,2001-12-27 00:34:43,S0122XS,"Laceration with foreign body of nose, sequela",icd10
341318209,2019-07-03 17:25:15,S60572D,"Other superficial bite of hand of left hand, subsequent encounter",icd10
287653681,1997-11-14 05:36:15,S82191A,"Other fracture of upper end of right tibia, initial encounter for closed fracture",icd10
288496104,2008-06-22 03:38:32,S63257D,"Unspecified dislocation of left little finger, subsequent encounter",icd10
362340407,1972-01-07 11:02:14,H10421,"Simple chronic conjunctivitis, right eye",icd10
263610573,2016-11-12 18:33:24,L513,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome,icd10
337384386,1995-11-06 07:36:57,T71163A,"Asphyxiation due to hanging, assault, initial encounter",icd10
241927436,2001-10-12 14:41:58,H6691,"Otitis media, unspecified, right ear",icd10
208867396,1995-12-22 00:46:32,M01X42,Direct infection of left hand in infectious and parasitic diseases classified elsewhere,icd10
319484940,2008-07-24 01:15:07,V8615XA,"Passenger of 3- or 4- wheeled all-terrain vehicle (ATV) injured in traffic accident, initial encounter",icd10
379385553,2017-11-06 15:55:10,V513XXA,"Unspecified occupant of pick-up truck or van injured in collision with pedal cycle in nontraffic accident, initial encounter",icd10
277058587,1988-04-19 18:08:37,V8636XS,"Unspecified occupant of dirt bike or motor/cross bike injured in traffic accident, sequela",icd10
324521679,1999-11-27 12:55:27,H20052,"Hypopyon, left eye",icd10
339976695,2018-12-10 20:17:40,M89772,"Major osseous defect, left ankle and foot",icd10
366785786,1998-03-22 17:00:23,H26053,"Posterior subcapsular polar infantile and juvenile cataract, bilateral",icd10
298585559,1982-11-14 01:59:34,S46902S,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm, sequela",icd10
353352173,1973-10-17 05:23:23,Y0881XD,"Assault by crashing of aircraft, subsequent encounter",icd10
355311738,1989-04-21 14:57:52,K434,Parastomal hernia with gangrene,icd10
235877055,1971-04-26 11:07:05,Z7142,Counseling for family member of alcoholic,icd10
370608699,1987-10-08 22:57:16,S63212S,"Subluxation of metacarpophalangeal joint of right middle finger, sequela",icd10
340652967,2011-09-30 05:26:37,S99119K,"Salter-Harris Type I physeal fracture of unspecified metatarsal, subsequent encounter for fracture with nonunion",icd10
211257586,1977-03-06 19:27:30,V9523XS,"Other private fixed-wing aircraft collision injuring occupant, sequela",icd10
352064330,2011-06-04 07:37:07,S8992XA,"Unspecified injury of left lower leg, initial encounter",icd10
242878943,2015-09-22 00:30:57,S12301S,"Unspecified nondisplaced fracture of fourth cervical vertebra, sequela",icd10
276406897,1971-04-30 00:44:23,S89131K,"Salter-Harris Type III physeal fracture of lower end of right tibia, subsequent encounter for fracture with nonunion",icd10
302466120,1975-02-02 04:21:54,S24112A,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter",icd10
378267427,1976-01-25 04:41:02,S3130XS,"Unspecified open wound of scrotum and testes, sequela",icd10
214633210,2009-01-23 06:34:49,R402130,"Coma scale, eyes open, to sound, unspecified time",icd10
225337611,1995-01-16 04:21:10,P0720,"Extreme immaturity of newborn, unspecified weeks of gestation",icd10
230615200,1973-09-14 01:51:48,O99824,Streptococcus B carrier state complicating childbirth,icd10
296186041,1994-06-15 22:16:58,S92152P,"Displaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with malunion",icd10
225276684,1973-02-02 05:40:53,S24154S,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, sequela",icd10
323799330,1999-10-13 08:02:35,S78022A,"Partial traumatic amputation at left hip joint, initial encounter",icd10
380873526,1995-05-31 06:04:48,S72446J,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
205415470,1992-08-07 14:17:06,G90513,"Complex regional pain syndrome I of upper limb, bilateral",icd10
210282677,1997-03-03 19:16:44,G9749,Accidental puncture and laceration of other nervous system organ or structure during other procedure,icd10
284221110,2016-06-05 13:31:54,S3983XA,"Other specified injuries of pelvis, initial encounter",icd10
265481043,2005-03-30 00:11:56,S92309D,"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with routine healing",icd10
356679789,2013-08-26 16:19:41,T498X4S,"Poisoning by other topical agents, undetermined, sequela",icd10
217631072,2018-04-17 23:59:32,T18190A,"Other foreign object in esophagus causing compression of trachea, initial encounter",icd10
325109918,1988-06-28 15:53:04,S31521D,"Laceration with foreign body of unspecified external genital organs, male, subsequent encounter",icd10
343009955,1991-11-17 08:56:46,V874XXD,"Person injured in collision between car and heavy transport vehicle (traffic), subsequent encounter",icd10
385666233,1995-02-28 22:23:07,H26113,"Localized traumatic opacities, bilateral",icd10
282285221,2004-01-25 22:22:51,V9384XA,"Other injury due to other accident on board sailboat, initial encounter",icd10
304255689,1978-11-19 13:37:44,I7075,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,icd10
275472651,1994-11-22 13:55:09,M84756A,"Complete transverse atypical femoral fracture, unspecified leg, initial encounter for fracture",icd10
357504501,1976-12-04 08:18:28,S56022S,"Laceration of flexor muscle, fascia and tendon of left thumb at forearm level, sequela",icd10
278663393,1976-02-18 12:46:48,D308,Benign neoplasm of other specified urinary organs,icd10
292695662,1998-07-15 01:53:27,S92513D,"Displaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with routine healing",icd10
323526842,1997-06-04 21:09:22,S14109S,"Unspecified injury at unspecified level of cervical spinal cord, sequela",icd10
302587980,1974-01-03 08:44:40,V9520XS,"Unspecified accident to other private fixed-wing aircraft, injuring occupant, sequela",icd10
294144240,1979-03-24 09:13:03,S92115D,"Nondisplaced fracture of neck of left talus, subsequent encounter for fracture with routine healing",icd10
327921645,1976-02-15 06:33:39,Q6262,Displacement of ureter,icd10
246820632,1976-12-01 16:49:37,L89324,"Pressure ulcer of left buttock, stage 4",icd10
309170269,1992-12-26 11:48:08,K7469,Other cirrhosis of liver,icd10
321679985,1975-05-25 00:45:26,Q820,Hereditary lymphedema,icd10
252214606,1994-07-05 09:04:37,T24632S,"Corrosion of second degree of left lower leg, sequela",icd10
325648493,2017-07-30 07:55:41,T65213A,"Toxic effect of chewing tobacco, assault, initial encounter",icd10
331939042,2019-10-07 19:07:45,M47021,"Vertebral artery compression syndromes, occipito-atlanto-axial region",icd10
335395364,1981-10-06 03:12:31,F11182,Opioid abuse with opioid-induced sleep disorder,icd10
250884439,1996-11-17 18:07:38,T4795XS,"Adverse effect of unspecified agents primarily affecting the gastrointestinal system, sequela",icd10
380235941,2015-12-21 03:41:43,Q71812,Congenital shortening of left upper limb,icd10
256579733,2005-01-08 23:51:00,S52365G,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",icd10
269166468,1990-10-09 17:53:04,W2100XA,"Struck by hit or thrown ball, unspecified type, initial encounter",icd10
239700317,1979-09-16 18:55:03,S56105A,"Unspecified injury of flexor muscle, fascia and tendon of right ring finger at forearm level, initial encounter",icd10
250945979,1978-12-09 18:33:41,B820,"Intestinal helminthiasis, unspecified",icd10
247573715,1975-11-11 18:56:40,A8189,Other atypical virus infections of central nervous system,icd10
382046820,1999-10-17 10:58:34,Y35892D,"Legal intervention involving other specified means, bystander injured, subsequent encounter",icd10
204629994,1986-04-30 15:03:30,R590,Localized enlarged lymph nodes,icd10
370394686,1976-09-21 15:24:44,S12491G,"Other nondisplaced fracture of fifth cervical vertebra, subsequent encounter for fracture with delayed healing",icd10
269538903,1994-06-27 06:12:55,Y93F9,"Activity, other caregiving",icd10
290993858,2014-03-30 15:08:05,T83092D,"Other mechanical complication of nephrostomy catheter, subsequent encounter",icd10
202184731,2005-02-07 03:04:31,S56209D,"Unspecified injury of other flexor muscle, fascia and tendon at forearm level, unspecified arm, subsequent encounter",icd10
206008510,1986-01-16 18:03:30,T65211S,"Toxic effect of chewing tobacco, accidental (unintentional), sequela",icd10
238669164,1976-09-25 23:26:51,N50812,Left testicular pain,icd10
312623791,1973-03-15 03:37:25,Y37461S,"Military operations involving intentional restriction of air and airway, civilian, sequela",icd10
332147029,1988-05-06 22:46:21,T8541XS,"Breakdown (mechanical) of breast prosthesis and implant, sequela",icd10
269907112,1976-07-18 08:47:03,S75219D,"Minor laceration of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter",icd10
220097155,2018-06-12 04:03:50,S35516S,"Injury of unspecified iliac vein, sequela",icd10
300683790,1972-10-20 19:43:29,L0232,Furuncle of buttock,icd10
313511954,1974-05-20 16:43:47,M439,"Deforming dorsopathy, unspecified",icd10
382697460,1984-05-09 08:21:58,Y3791XA,"Military operations involving unspecified weapon of mass destruction [WMD], initial encounter",icd10
256868127,2020-11-16 10:12:23,H25031,"Anterior subcapsular polar age-related cataract, right eye",icd10
356490302,1986-02-19 00:44:22,M24651,"Ankylosis, right hip",icd10
251289446,2011-11-17 22:22:16,S82156B,"Nondisplaced fracture of unspecified tibial tuberosity, initial encounter for open fracture type I or II",icd10
378501011,2002-01-16 23:51:38,S93499S,"Sprain of other ligament of unspecified ankle, sequela",icd10
226243674,1978-02-19 18:09:00,T28919A,"Corrosions of unspecified ear drum, initial encounter",icd10
377075115,1985-05-13 22:49:02,T8485XA,"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",icd10
253273938,2008-10-14 07:04:24,H70091,"Acute mastoiditis with other complications, right ear",icd10
307241496,1988-10-05 05:05:54,M4814,"Ankylosing hyperostosis [Forestier], thoracic region",icd10
243638039,1996-01-18 21:12:19,M4316,"Spondylolisthesis, lumbar region",icd10
378598588,2018-06-02 19:36:10,S12112S,"Nondisplaced Type II dens fracture, sequela",icd10
229271344,2000-01-01 04:38:21,H44621,"Retained (old) magnetic foreign body in iris or ciliary body, right eye",icd10
356523924,1983-08-30 08:18:58,S92405D,"Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with routine healing",icd10
323367366,2008-06-09 18:15:52,L89141,"Pressure ulcer of left lower back, stage 1",icd10
217250950,2019-12-30 11:27:07,S52334A,"Nondisplaced oblique fracture of shaft of right radius, initial encounter for closed fracture",icd10
211341809,2015-06-01 18:53:27,Y35023A,"Legal intervention involving injury by handgun, suspect injured, initial encounter",icd10
228711860,1977-09-05 15:34:12,N053,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,icd10
386578659,1994-01-18 03:09:11,T24319A,"Burn of third degree of unspecified thigh, initial encounter",icd10
376421947,2012-01-19 18:09:39,T23402A,"Corrosion of unspecified degree of left hand, unspecified site, initial encounter",icd10
213026779,1990-12-10 08:18:11,H02054,Trichiasis without entropion left upper eyelid,icd10
356657555,1995-07-16 01:11:32,S0242XK,"Fracture of alveolus of maxilla, subsequent encounter for fracture with nonunion",icd10
222432447,1976-01-06 10:40:15,S65594S,"Other specified injury of blood vessel of right ring finger, sequela",icd10
358938104,2002-06-28 18:33:55,S82036A,"Nondisplaced transverse fracture of unspecified patella, initial encounter for closed fracture",icd10
322105402,2000-01-29 14:35:49,T23341A,"Burn of third degree of multiple right fingers (nail), including thumb, initial encounter",icd10
306543419,2008-11-23 20:03:03,S41142D,"Puncture wound with foreign body of left upper arm, subsequent encounter",icd10
227305117,1986-04-15 07:39:24,B518,Plasmodium vivax malaria with other complications,icd10
360601809,1988-10-15 00:26:29,T490X6D,"Underdosing of local antifungal, anti-infective and anti-inflammatory drugs, subsequent encounter",icd10
318107996,1975-07-11 20:46:04,S52232M,"Displaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion",icd10
377249917,1981-12-15 12:52:00,M89629,"Osteopathy after poliomyelitis, unspecified upper arm",icd10
280024407,2008-03-08 08:14:53,Z1612,Extended spectrum beta lactamase (ESBL) resistance,icd10
218592027,1978-12-07 00:23:10,H35431,"Paving stone degeneration of retina, right eye",icd10
249759277,1979-12-03 20:25:44,S72466N,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",icd10
257265943,1990-05-04 18:36:26,S6741XA,"Crushing injury of right wrist and hand, initial encounter",icd10
359300573,1980-02-29 16:44:18,V9207XS,"Drowning and submersion due to fall off water-skis, sequela",icd10
359359109,2000-11-12 11:00:36,W002XXD,"Other fall from one level to another due to ice and snow, subsequent encounter",icd10
310331300,2005-01-15 14:16:26,S35511S,"Injury of right iliac artery, sequela",icd10
217026780,2014-03-04 08:58:04,T8483XS,"Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, sequela",icd10
293778282,2001-11-03 20:52:27,S32486S,"Nondisplaced dome fracture of unspecified acetabulum, sequela",icd10
295093412,2018-01-09 04:34:50,V576XXA,"Passenger in pick-up truck or van injured in collision with fixed or stationary object in traffic accident, initial encounter",icd10
