סוג קוד,תיאור הבחנה,קוד הבחנה,תאריך ביקור,תעודת זהות
386939706,1980-02-03 01:53:58,T424X2D,"Poisoning by benzodiazepines, intentional self-harm, subsequent encounter",icd10
334600557,2014-02-25 11:55:39,Y843,"Shock therapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",icd10
284303855,1980-12-29 08:23:09,S63223D,"Subluxation of unspecified interphalangeal joint of left middle finger, subsequent encounter",icd10
284408780,1991-04-13 23:51:15,S82454N,"Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",icd10
281209279,1992-12-02 07:38:48,T71141D,"Asphyxiation due to smothering under another person's body (in bed), accidental, subsequent encounter",icd10
300808769,2002-07-04 07:58:36,S5291XN,"Unspecified fracture of right forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",icd10
317039473,2016-02-12 18:59:41,S56992D,"Other injury of unspecified muscles, fascia and tendons at forearm level, left arm, subsequent encounter",icd10
325285447,2019-05-23 01:48:13,S53102A,"Unspecified subluxation of left ulnohumeral joint, initial encounter",icd10
280673831,2018-05-25 05:37:31,M84476G,"Pathological fracture, unspecified foot, subsequent encounter for fracture with delayed healing",icd10
338719788,2008-07-06 07:29:50,C714,Malignant neoplasm of occipital lobe,icd10
327326638,2020-11-20 12:05:36,Q423,"Congenital absence, atresia and stenosis of anus without fistula",icd10
308218343,1977-03-13 23:59:18,N3021,Other chronic cystitis with hematuria,icd10
350654024,1971-11-12 09:36:12,S32412K,"Displaced fracture of anterior wall of left acetabulum, subsequent encounter for fracture with nonunion",icd10
383634247,1982-01-06 10:42:28,S32616B,"Nondisplaced avulsion fracture of unspecified ischium, initial encounter for open fracture",icd10
353759679,1980-09-28 14:58:29,Q259,"Congenital malformation of great arteries, unspecified",icd10
237465039,2008-08-19 00:45:02,B6790,"Echinococcosis, unspecified",icd10
374184221,1982-06-06 00:13:15,S32029B,"Unspecified fracture of second lumbar vertebra, initial encounter for open fracture",icd10
218800028,1991-06-16 22:49:28,S32472B,"Displaced fracture of medial wall of left acetabulum, initial encounter for open fracture",icd10
294301972,2003-03-30 05:53:53,S24151A,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",icd10
204177082,2013-11-24 19:39:05,S61549A,"Puncture wound with foreign body of unspecified wrist, initial encounter",icd10
309819652,1992-10-23 00:41:22,V0191XS,"Pedestrian on roller-skates injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela",icd10
278579714,2000-08-13 02:26:50,T45525A,"Adverse effect of antithrombotic drugs, initial encounter",icd10
347179667,2008-05-11 02:13:14,T24519A,"Corrosion of first degree of unspecified thigh, initial encounter",icd10
301334534,1976-01-11 18:13:52,V733XXD,"Unspecified occupant of bus injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",icd10
220922223,1980-01-20 23:15:42,M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",icd10
299417566,1988-11-05 14:06:16,S01309S,"Unspecified open wound of unspecified ear, sequela",icd10
241962915,2006-06-08 07:25:04,S36528A,"Contusion of other part of colon, initial encounter",icd10
357854057,1998-01-22 23:55:42,M89379,"Hypertrophy of bone, unspecified ankle and foot",icd10
346295247,1994-01-18 06:02:09,Q660,Congenital talipes equinovarus,icd10
252343238,2010-03-05 10:57:14,T23512S,"Corrosion of first degree of left thumb (nail), sequela",icd10
224485458,1983-08-14 07:33:37,S14138A,"Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter",icd10
359052152,2016-07-05 23:29:08,V9535XA,"Commercial fixed-wing aircraft explosion injuring occupant, initial encounter",icd10
212000784,2020-04-29 21:38:12,R879,Unspecified abnormal finding in specimens from female genital organs,icd10
275538279,2011-02-26 08:37:13,S82445M,"Nondisplaced spiral fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion",icd10
249000852,1971-02-14 18:37:34,S86122S,"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, sequela",icd10
211900084,2000-12-06 04:17:57,A4282,Actinomycotic encephalitis,icd10
334407595,1999-05-14 00:16:38,S82134J,"Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
258935582,1982-04-13 14:42:17,S62343A,"Nondisplaced fracture of base of third metacarpal bone, left hand, initial encounter for closed fracture",icd10
204352787,1972-05-26 05:04:32,S75201D,"Unspecified injury of greater saphenous vein at hip and thigh level, right leg, subsequent encounter",icd10
239312118,2016-06-13 05:57:30,M438X1,"Other specified deforming dorsopathies, occipito-atlanto-axial region",icd10
251210112,1991-02-13 16:00:45,K037,Posteruptive color changes of dental hard tissues,icd10
232632462,1986-02-21 10:23:21,S7222XH,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing",icd10
218618079,1985-12-10 22:54:00,C7411,Malignant neoplasm of medulla of right adrenal gland,icd10
380611195,2007-04-15 14:36:58,S145XXD,"Injury of cervical sympathetic nerves, subsequent encounter",icd10
330102775,1982-01-08 21:09:54,S92036K,"Nondisplaced avulsion fracture of tuberosity of unspecified calcaneus, subsequent encounter for fracture with nonunion",icd10
219406111,2013-08-06 15:57:53,O99354,Diseases of the nervous system complicating childbirth,icd10
257675496,1980-02-06 02:05:41,S12201A,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",icd10
360775628,2009-07-31 09:17:22,S52612C,"Displaced fracture of left ulna styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC",icd10
386338667,1986-04-10 09:56:12,S52234P,"Nondisplaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion",icd10
231523882,1993-01-07 01:13:51,S52366Q,"Nondisplaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",icd10
354002442,2012-05-09 11:25:36,T24731A,"Corrosion of third degree of right lower leg, initial encounter",icd10
265411772,1992-09-06 04:42:40,S62122D,"Displaced fracture of lunate [semilunar], left wrist, subsequent encounter for fracture with routine healing",icd10
265676192,2004-11-22 08:59:10,S09313S,"Primary blast injury of ear, bilateral, sequela",icd10
355794789,2008-04-09 04:05:38,T8386XS,"Thrombosis due to genitourinary prosthetic devices, implants and grafts, sequela",icd10
235634926,1980-11-06 01:42:48,H3342,"Traction detachment of retina, left eye",icd10
276461584,2004-12-26 01:28:02,M65852,"Other synovitis and tenosynovitis, left thigh",icd10
251760509,1990-01-01 06:55:57,S72442J,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
230552999,1971-12-05 13:03:59,M4186,"Other forms of scoliosis, lumbar region",icd10
344104515,1983-05-26 22:40:03,T3263,Corrosions involving 60-69% of body surface with 30-39% third degree corrosion,icd10
379495055,1994-08-28 12:46:51,S65596S,"Other specified injury of blood vessel of right little finger, sequela",icd10
217907576,1998-02-03 01:55:27,T63694D,"Toxic effect of contact with other venomous marine animals, undetermined, subsequent encounter",icd10
207567824,1988-02-28 16:54:29,S95201S,"Unspecified injury of dorsal vein of right foot, sequela",icd10
294769679,1989-06-02 01:41:24,I82533,"Chronic embolism and thrombosis of popliteal vein, bilateral",icd10
202391194,2004-10-10 12:16:08,I4581,Long QT syndrome,icd10
271743165,2014-08-09 06:04:52,E093592,"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",icd10
345927692,1985-07-11 23:22:33,D631,Anemia in chronic kidney disease,icd10
331698666,1989-07-17 07:53:10,T45514S,"Poisoning by anticoagulants, undetermined, sequela",icd10
325674528,1974-08-28 12:30:14,C44119,"Basal cell carcinoma of skin of left eyelid, including canthus",icd10
255772585,1975-04-19 02:07:15,T23162A,"Burn of first degree of back of left hand, initial encounter",icd10
251224336,1973-04-24 22:53:19,S62136B,"Nondisplaced fracture of capitate [os magnum] bone, unspecified wrist, initial encounter for open fracture",icd10
349048863,1997-02-21 16:29:13,I70522,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg",icd10
356362724,1980-05-06 14:34:32,M6129,"Paralytic calcification and ossification of muscle, multiple sites",icd10
269140172,2012-08-16 23:43:48,S91256D,"Open bite of unspecified lesser toe(s) with damage to nail, subsequent encounter",icd10
207240603,1981-07-21 15:04:49,C49A0,"Gastrointestinal stromal tumor, unspecified site",icd10
272135531,1972-03-18 06:57:24,T2631XS,"Burns of other specified parts of right eye and adnexa, sequela",icd10
301988584,2020-01-29 12:50:09,S42464G,"Nondisplaced fracture of medial condyle of right humerus, subsequent encounter for fracture with delayed healing",icd10
280047656,1999-08-07 16:47:55,S98319D,"Complete traumatic amputation of unspecified midfoot, subsequent encounter",icd10
365400051,1977-01-02 20:45:10,V00132A,"Skateboarder colliding with stationary object, initial encounter",icd10
337620043,1991-12-02 00:21:19,V9338XS,"Fall on board other unpowered watercraft, sequela",icd10
316725814,2001-10-18 20:54:19,S62361A,"Nondisplaced fracture of neck of second metacarpal bone, left hand, initial encounter for closed fracture",icd10
310386638,1979-06-23 10:45:05,T85624S,"Displacement of insulin pump, sequela",icd10
291184908,1989-08-02 04:36:20,S37898A,"Other injury of other urinary and pelvic organ, initial encounter",icd10
372972347,1978-09-16 22:50:14,S20429D,"Blister (nonthermal) of unspecified back wall of thorax, subsequent encounter",icd10
268610949,2005-07-11 00:26:48,V516XXS,"Passenger in pick-up truck or van injured in collision with pedal cycle in traffic accident, sequela",icd10
240131842,1977-11-17 01:32:06,S59202G,"Unspecified physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with delayed healing",icd10
289570069,2013-05-09 20:36:42,H353210,"Exudative age-related macular degeneration, right eye, stage unspecified",icd10
333339831,1977-11-22 15:30:15,S41152A,"Open bite of left upper arm, initial encounter",icd10
270493618,1989-09-03 23:18:31,T63613D,"Toxic effect of contact with Portugese Man-o-war, assault, subsequent encounter",icd10
207536882,2001-07-11 09:26:26,S52235R,"Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
298096838,2004-09-03 22:55:59,C651,Malignant neoplasm of right renal pelvis,icd10
214694587,1988-01-26 01:49:11,Q675,Congenital deformity of spine,icd10
356835360,2007-09-27 23:01:02,L89613,"Pressure ulcer of right heel, stage 3",icd10
345880747,1982-08-02 19:49:31,T5793XD,"Toxic effect of unspecified inorganic substance, assault, subsequent encounter",icd10
297851408,2016-11-18 19:59:25,X05XXXA,"Exposure to ignition or melting of nightwear, initial encounter",icd10
370773901,1981-03-27 18:55:19,M84650S,"Pathological fracture in other disease, pelvis, sequela",icd10
283861882,1984-04-05 20:33:04,S92341S,"Displaced fracture of fourth metatarsal bone, right foot, sequela",icd10
233910055,1972-07-03 20:28:29,S52379M,"Galeazzi's fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion",icd10
301536051,1999-08-05 22:59:45,M5134,"Other intervertebral disc degeneration, thoracic region",icd10
292010960,1980-12-21 09:02:29,W2202XA,"Walked into lamppost, initial encounter",icd10
331753407,2015-09-18 01:36:54,W5309XD,"Other contact with mouse, subsequent encounter",icd10
299715121,1972-09-12 13:45:02,M838,Other adult osteomalacia,icd10
379369451,1981-01-05 14:56:41,T50Z15A,"Adverse effect of immunoglobulin, initial encounter",icd10
310655231,2000-10-09 20:15:44,T63073D,"Toxic effect of venom of other Australian snake, assault, subsequent encounter",icd10
337331638,2015-04-09 14:54:35,V819XXD,"Occupant of railway train or railway vehicle injured in unspecified railway accident, subsequent encounter",icd10
254619542,2010-10-28 18:15:54,T65291S,"Toxic effect of other tobacco and nicotine, accidental (unintentional), sequela",icd10
215082430,2004-11-06 00:17:28,S27422A,"Contusion of bronchus, bilateral, initial encounter",icd10
302697131,2009-09-08 22:54:28,M24132,"Other articular cartilage disorders, left wrist",icd10
357881085,1982-01-05 10:16:25,S72301J,"Unspecified fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
233078502,1995-05-31 11:55:03,H44111,"Panuveitis, right eye",icd10
354685987,2014-03-11 05:21:40,S85301A,"Unspecified injury of greater saphenous vein at lower leg level, right leg, initial encounter",icd10
348897064,2018-06-07 19:26:43,M00069,"Staphylococcal arthritis, unspecified knee",icd10
264168909,2009-03-02 07:27:13,H31409,"Unspecified choroidal detachment, unspecified eye",icd10
297460731,2017-12-08 04:15:04,M1A40X0,"Other secondary chronic gout, unspecified site, without tophus (tophi)",icd10
323492985,1982-06-26 06:45:03,S82112R,"Displaced fracture of left tibial spine, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
228754996,2017-07-03 17:20:14,S42452S,"Displaced fracture of lateral condyle of left humerus, sequela",icd10
387933836,1987-03-22 10:54:05,S63227D,"Subluxation of unspecified interphalangeal joint of left little finger, subsequent encounter",icd10
373308972,2009-04-12 17:28:49,S65402D,"Unspecified injury of blood vessel of left thumb, subsequent encounter",icd10
211161313,1975-01-09 17:01:14,T421X1D,"Poisoning by iminostilbenes, accidental (unintentional), subsequent encounter",icd10
276126124,2005-03-09 23:32:31,V657XXS,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela",icd10
286803594,2003-01-01 08:56:30,S90421A,"Blister (nonthermal), right great toe, initial encounter",icd10
325183340,1993-08-10 03:23:41,S62013D,"Displaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with routine healing",icd10
294816734,2010-10-13 09:07:14,W16311S,"Fall into other water striking water surface causing drowning and submersion, sequela",icd10
327180124,1995-10-26 08:32:45,M21622,Bunionette of left foot,icd10
248244887,1979-03-18 14:31:17,M84378D,"Stress fracture, left toe(s), subsequent encounter for fracture with routine healing",icd10
381386006,2011-07-18 08:38:03,T25099D,"Burn of unspecified degree of multiple sites of unspecified ankle and foot, subsequent encounter",icd10
379234091,2018-01-10 01:47:09,Q428,"Congenital absence, atresia and stenosis of other parts of large intestine",icd10
315244735,1981-02-11 03:30:02,S52219P,"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with malunion",icd10
296991846,2006-06-15 07:04:08,T43021D,"Poisoning by tetracyclic antidepressants, accidental (unintentional), subsequent encounter",icd10
288132367,1977-12-13 19:59:19,D601,Transient acquired pure red cell aplasia,icd10
210229392,2004-01-03 08:27:09,S42325A,"Nondisplaced transverse fracture of shaft of humerus, left arm, initial encounter for closed fracture",icd10
363372558,1972-03-04 07:18:15,S230XXA,"Traumatic rupture of thoracic intervertebral disc, initial encounter",icd10
326441009,1983-05-24 15:54:54,T603X2D,"Toxic effect of herbicides and fungicides, intentional self-harm, subsequent encounter",icd10
383889511,2001-10-16 08:13:53,F2089,Other schizophrenia,icd10
330146721,1973-05-06 04:39:08,M24445,"Recurrent dislocation, left finger",icd10
365598164,2012-06-08 04:23:44,T38812A,"Poisoning by anterior pituitary [adenohypophyseal] hormones, intentional self-harm, initial encounter",icd10
215931568,2005-09-21 07:30:02,T43214S,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, undetermined, sequela",icd10
205209615,1981-08-01 01:03:01,T463X2S,"Poisoning by coronary vasodilators, intentional self-harm, sequela",icd10
304057797,1985-09-17 09:09:53,S82872M,"Displaced pilon fracture of left tibia, subsequent encounter for open fracture type I or II with nonunion",icd10
269690889,2013-06-22 05:21:46,R9082,"White matter disease, unspecified",icd10
369025723,2020-05-12 13:14:27,Q76425,"Congenital lordosis, thoracolumbar region",icd10
349138700,2015-03-15 21:52:18,V159XXA,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident, initial encounter",icd10
204641911,2013-02-13 12:56:46,T84620A,"Infection and inflammatory reaction due to internal fixation device of right femur, initial encounter",icd10
287376151,1977-03-08 16:42:46,S82463Q,"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion",icd10
304913070,1982-08-06 14:05:41,C9252,"Acute myelomonocytic leukemia, in relapse",icd10
369808470,1972-01-01 02:01:35,S42423A,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",icd10
270821704,1985-12-28 19:33:03,S53105S,"Unspecified dislocation of left ulnohumeral joint, sequela",icd10
258387376,2011-05-16 20:59:08,S72019B,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type I or II",icd10
352746083,2000-08-16 10:02:58,S43012A,"Anterior subluxation of left humerus, initial encounter",icd10
285541425,2018-09-14 06:46:16,M85532,"Aneurysmal bone cyst, left forearm",icd10
386370288,1997-06-24 23:11:42,M08072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",icd10
222381698,1973-11-15 23:03:57,T8529XA,"Other mechanical complication of intraocular lens, initial encounter",icd10
249702809,1998-05-21 17:12:45,S81812D,"Laceration without foreign body, left lower leg, subsequent encounter",icd10
368015148,2020-06-14 05:16:52,S330XXS,"Traumatic rupture of lumbar intervertebral disc, sequela",icd10
234423636,2017-07-15 20:25:13,B974,Respiratory syncytial virus as the cause of diseases classified elsewhere,icd10
337244873,1971-04-29 14:41:34,S72364G,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing",icd10
229940953,1983-11-28 19:10:24,O99280,"Endocrine, nutritional and metabolic diseases complicating pregnancy, unspecified trimester",icd10
251566301,2006-05-16 01:39:26,X19XXXA,"Contact with other heat and hot substances, initial encounter",icd10
353963198,1990-12-03 20:21:33,O3103X9,"Papyraceous fetus, third trimester, other fetus",icd10
315864091,1992-10-28 16:08:12,S93523A,"Sprain of metatarsophalangeal joint of unspecified great toe, initial encounter",icd10
385016189,2003-10-02 21:11:23,S72326C,"Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",icd10
335004221,2017-07-31 08:39:16,S52101R,"Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
276089007,2014-06-28 22:04:26,S52124G,"Nondisplaced fracture of head of right radius, subsequent encounter for closed fracture with delayed healing",icd10
348835714,1973-05-03 20:05:00,T22751A,"Corrosion of third degree of right shoulder, initial encounter",icd10
282592902,1992-03-10 16:34:10,S82013D,"Displaced osteochondral fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",icd10
257035750,1987-08-25 11:50:15,E09638,Drug or chemical induced diabetes mellitus with other oral complications,icd10
314931666,1984-01-06 01:55:48,S52552N,"Other extraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",icd10
368118961,1997-10-18 11:58:20,S22071K,"Stable burst fracture of T9-T10 vertebra, subsequent encounter for fracture with nonunion",icd10
308504275,2015-05-05 13:17:22,S62613S,"Displaced fracture of proximal phalanx of left middle finger, sequela",icd10
254709425,2011-12-07 23:43:14,M1A0791,"Idiopathic chronic gout, unspecified ankle and foot, with tophus (tophi)",icd10
361283598,1998-03-07 11:09:43,S63285S,"Dislocation of proximal interphalangeal joint of left ring finger, sequela",icd10
354209918,2017-06-04 02:02:35,H52532,"Spasm of accommodation, left eye",icd10
387345735,2001-08-09 16:09:45,T63811S,"Toxic effect of contact with venomous frog, accidental (unintentional), sequela",icd10
259800797,1971-05-14 16:22:57,O365922,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 2",icd10
276700056,1987-04-14 06:20:06,S42447A,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",icd10
273965699,1994-09-08 11:15:22,M84376A,"Stress fracture, unspecified foot, initial encounter for fracture",icd10
322757114,1986-08-27 07:41:36,S56519A,"Strain of other extensor muscle, fascia and tendon at forearm level, unspecified arm, initial encounter",icd10
242475520,2012-03-01 15:48:24,T63114D,"Toxic effect of venom of gila monster, undetermined, subsequent encounter",icd10
306041193,1997-09-01 03:29:42,S8265XJ,"Nondisplaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
256960088,2015-02-04 02:44:33,S52509R,"Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
382811286,2008-12-03 07:09:53,H18332,"Rupture in Descemet's membrane, left eye",icd10
331025746,2001-05-20 12:32:37,S82875Q,"Nondisplaced pilon fracture of left tibia, subsequent encounter for open fracture type I or II with malunion",icd10
230062905,2001-09-25 21:26:51,S99012A,"Salter-Harris Type I physeal fracture of left calcaneus, initial encounter for closed fracture",icd10
376493639,1972-07-15 00:19:07,O99330,"Smoking (tobacco) complicating pregnancy, unspecified trimester",icd10
370353781,2018-09-19 21:26:58,S82441M,"Displaced spiral fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion",icd10
248837136,1993-11-09 21:48:28,E638,Other specified nutritional deficiencies,icd10
233492586,1999-05-23 14:58:25,F10251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,icd10
216645212,1972-10-19 04:20:26,M839,"Adult osteomalacia, unspecified",icd10
218158606,1971-11-12 03:42:05,S99092S,"Other physeal fracture of left calcaneus, sequela",icd10
203386781,1995-04-07 23:05:16,S72115K,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with nonunion",icd10
225733309,1995-04-05 12:29:09,S62016D,"Nondisplaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with routine healing",icd10
210488761,2001-09-06 06:53:18,T23302S,"Burn of third degree of left hand, unspecified site, sequela",icd10
307749987,1986-08-10 09:45:46,S12200A,"Unspecified displaced fracture of third cervical vertebra, initial encounter for closed fracture",icd10
375646628,2018-08-21 18:52:43,S51002S,"Unspecified open wound of left elbow, sequela",icd10
278018183,1975-04-19 20:43:43,T25312A,"Burn of third degree of left ankle, initial encounter",icd10
213246363,1987-07-21 04:47:23,S81051A,"Open bite, right knee, initial encounter",icd10
204205832,2006-05-06 20:25:22,G9732,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating other procedure,icd10
319222617,2011-09-22 03:09:03,S3739XA,"Other injury of urethra, initial encounter",icd10
229280867,1978-04-22 13:44:48,H68132,"Extrinsic cartilagenous obstruction of Eustachian tube, left ear",icd10
251566301,1982-02-24 13:10:45,M60076,"Infective myositis, right toe(s)",icd10
264567275,2018-11-22 19:09:00,S12112G,"Nondisplaced Type II dens fracture, subsequent encounter for fracture with delayed healing",icd10
367895730,1995-03-07 11:28:48,S82399M,"Other fracture of lower end of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",icd10
281109339,1985-05-29 20:45:52,S42144A,"Nondisplaced fracture of glenoid cavity of scapula, right shoulder, initial encounter for closed fracture",icd10
200117168,2008-03-16 19:06:40,C182,Malignant neoplasm of ascending colon,icd10
310138840,2005-01-08 01:33:18,S96809D,"Unspecified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, subsequent encounter",icd10
378466491,1979-06-09 07:04:41,S72353F,"Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",icd10
234278158,2001-05-04 21:56:27,S91319D,"Laceration without foreign body, unspecified foot, subsequent encounter",icd10
297787151,1971-12-11 07:38:06,S31104S,"Unspecified open wound of abdominal wall, left lower quadrant without penetration into peritoneal cavity, sequela",icd10
386974174,2004-09-14 00:16:01,M2500,"Hemarthrosis, unspecified joint",icd10
358665164,2005-04-02 03:40:25,O318X25,"Other complications specific to multiple gestation, second trimester, fetus 5",icd10
278136137,1982-07-24 17:44:39,W5532XD,"Struck by other hoof stock, subsequent encounter",icd10
366859968,1973-11-26 12:08:10,M93851,"Other specified osteochondropathies, right thigh",icd10
288416606,1991-07-08 07:59:58,S62299P,"Other fracture of first metacarpal bone, unspecified hand, subsequent encounter for fracture with malunion",icd10
210991428,1997-08-08 04:22:18,D6941,Evans syndrome,icd10
331545854,1979-01-02 06:28:45,D2212,"Melanocytic nevi of left eyelid, including canthus",icd10
323168487,1994-01-28 10:24:34,S52599H,"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing",icd10
209517194,2012-06-15 00:17:17,T483X4D,"Poisoning by antitussives, undetermined, subsequent encounter",icd10
303684206,1976-09-25 23:32:10,O643XX3,"Obstructed labor due to brow presentation, fetus 3",icd10
320921180,2007-05-19 11:07:53,B882,Other arthropod infestations,icd10
230867208,1978-10-17 05:50:59,S32499K,"Other specified fracture of unspecified acetabulum, subsequent encounter for fracture with nonunion",icd10
284853571,1982-09-27 03:16:56,E7132,Disorders of ketone metabolism,icd10
278792349,1974-05-27 14:44:57,M80811K,"Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion",icd10
335830316,1989-09-09 10:36:24,Y278XXS,"Contact with other hot objects, undetermined intent, sequela",icd10
312553558,1982-07-15 23:21:19,S72114P,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion",icd10
257181571,2011-10-16 05:49:46,H4020X2,"Unspecified primary angle-closure glaucoma, moderate stage",icd10
280059628,1996-12-09 09:17:47,S66394A,"Other injury of extensor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",icd10
371037220,1973-02-14 20:06:54,T40695D,"Adverse effect of other narcotics, subsequent encounter",icd10
