סוג קוד,תיאור הבחנה,קוד הבחנה,תאריך ביקור,תעודת זהות
318911502,1985-10-07 18:58:41,S59039G,"Salter-Harris Type III physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with delayed healing",icd10
314900315,2009-01-10 07:01:16,E201,Pseudohypoparathyroidism,icd10
305412494,1971-07-16 03:51:23,S33120S,"Subluxation of L2/L3 lumbar vertebra, sequela",icd10
239528851,2009-04-16 13:26:21,T22561A,"Corrosion of first degree of right scapular region, initial encounter",icd10
254785195,1973-05-01 21:21:13,Y93D3,"Activity, furniture building and finishing",icd10
360745984,1980-12-08 11:55:29,S02113B,"Unspecified occipital condyle fracture, initial encounter for open fracture",icd10
378098079,2015-07-22 12:23:03,G374,Subacute necrotizing myelitis of central nervous system,icd10
211094206,1973-04-12 00:25:08,T572X3S,"Toxic effect of manganese and its compounds, assault, sequela",icd10
319943500,1973-07-08 00:56:06,S82102S,"Unspecified fracture of upper end of left tibia, sequela",icd10
314551070,1997-09-11 04:55:46,S72135M,"Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",icd10
294494444,2013-03-24 13:37:15,M66139,"Rupture of synovium, unspecified wrist",icd10
312613109,2000-06-22 21:16:18,V9022XD,"Drowning and submersion due to falling or jumping from burning fishing boat, subsequent encounter",icd10
300671108,2018-09-30 23:23:04,T63092D,"Toxic effect of venom of other snake, intentional self-harm, subsequent encounter",icd10
390046838,1971-09-10 04:00:36,S85162S,"Unspecified injury of posterior tibial artery, left leg, sequela",icd10
278550525,1999-08-21 04:15:44,S31633S,"Puncture wound without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity, sequela",icd10
314328664,1998-09-28 00:41:26,S59919D,"Unspecified injury of unspecified forearm, subsequent encounter",icd10
233394875,1998-01-29 00:00:08,S22089G,"Unspecified fracture of T11-T12 vertebra, subsequent encounter for fracture with delayed healing",icd10
373512813,1989-04-16 12:53:07,V424XXD,"Person boarding or alighting a car injured in collision with two- or three-wheeled motor vehicle, subsequent encounter",icd10
343700685,1998-08-04 21:02:04,S63093S,"Other subluxation of unspecified wrist and hand, sequela",icd10
249141684,1985-02-06 09:49:21,S32131A,"Minimally displaced Zone III fracture of sacrum, initial encounter for closed fracture",icd10
239092512,1994-12-31 12:08:49,S72091C,"Other fracture of head and neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",icd10
330248655,2015-05-18 18:51:07,H30011,"Focal chorioretinal inflammation, juxtapapillary, right eye",icd10
325272468,1991-08-11 04:11:02,S0120XA,"Unspecified open wound of nose, initial encounter",icd10
292317654,1976-10-20 14:06:06,S52025Q,"Nondisplaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type I or II with malunion",icd10
352372834,2008-06-03 00:12:34,M2170,"Unequal limb length (acquired), unspecified site",icd10
264352102,1982-08-25 14:23:26,M4844XS,"Fatigue fracture of vertebra, thoracic region, sequela of fracture",icd10
325634000,2012-05-25 14:34:14,S92503P,"Displaced unspecified fracture of unspecified lesser toe(s), subsequent encounter for fracture with malunion",icd10
290396638,1971-01-22 04:04:18,S62356S,"Nondisplaced fracture of shaft of fifth metacarpal bone, right hand, sequela",icd10
283742660,1973-05-24 23:21:01,S62651B,"Nondisplaced fracture of middle phalanx of left index finger, initial encounter for open fracture",icd10
215068135,1995-11-29 20:34:03,S73046A,"Central dislocation of unspecified hip, initial encounter",icd10
329890038,2000-04-07 09:07:27,M84353G,"Stress fracture, unspecified femur, subsequent encounter for fracture with delayed healing",icd10
200905436,1976-02-26 08:59:00,S62610K,"Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with nonunion",icd10
213262070,2005-10-25 06:18:39,H11129,"Conjunctival concretions, unspecified eye",icd10
300650912,1977-02-02 07:10:03,S52024J,"Nondisplaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
325035264,1987-06-02 13:48:37,Z85030,Personal history of malignant carcinoid tumor of large intestine,icd10
236824637,1972-11-27 08:53:08,S82865M,"Nondisplaced Maisonneuve's fracture of left leg, subsequent encounter for open fracture type I or II with nonunion",icd10
359477317,2000-09-18 10:52:20,M24251,"Disorder of ligament, right hip",icd10
309064325,1973-02-24 18:49:09,E13618,Other specified diabetes mellitus with other diabetic arthropathy,icd10
243137963,1976-09-16 05:46:57,S72051G,"Unspecified fracture of head of right femur, subsequent encounter for closed fracture with delayed healing",icd10
382357558,2020-07-03 18:49:48,Q988,"Other specified sex chromosome abnormalities, male phenotype",icd10
383529483,1978-11-10 03:58:36,S0540XD,"Penetrating wound of orbit with or without foreign body, unspecified eye, subsequent encounter",icd10
336269410,1983-02-04 08:27:47,S93149D,"Subluxation of metatarsophalangeal joint of unspecified toe(s), subsequent encounter",icd10
306661714,2009-01-08 13:48:39,S22038D,"Other fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",icd10
219060590,2017-06-29 10:42:28,S82231S,"Displaced oblique fracture of shaft of right tibia, sequela",icd10
358064933,1977-11-29 07:09:20,T8459XA,"Infection and inflammatory reaction due to other internal joint prosthesis, initial encounter",icd10
237900674,2012-12-06 18:17:27,S60421D,"Blister (nonthermal) of left index finger, subsequent encounter",icd10
366995411,2018-06-05 17:09:38,C8443,"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes",icd10
365172154,2006-03-25 00:48:55,S82023D,"Displaced longitudinal fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",icd10
220542450,2017-02-28 09:07:33,S99921A,"Unspecified injury of right foot, initial encounter",icd10
314353617,1988-02-14 10:56:34,Y812,"Prosthetic and other implants, materials and accessory general- and plastic-surgery devices associated with adverse incidents",icd10
345789132,2016-04-30 05:58:23,M8600,"Acute hematogenous osteomyelitis, unspecified site",icd10
377844826,1981-08-16 17:30:04,V781XXS,"Passenger on bus injured in noncollision transport accident in nontraffic accident, sequela",icd10
228487804,2011-08-04 10:39:57,T2027XS,"Burn of second degree of neck, sequela",icd10
206964996,2005-08-25 08:47:41,H18313,"Folds and rupture in Bowman's membrane, bilateral",icd10
263638484,1992-07-31 17:27:54,M84474P,"Pathological fracture, right foot, subsequent encounter for fracture with malunion",icd10
303408521,2019-11-02 13:03:03,S62360K,"Nondisplaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with nonunion",icd10
339817598,1976-10-29 01:51:38,V9027XA,"Drowning and submersion due to falling or jumping from burning water-skis, initial encounter",icd10
292403067,2019-10-27 18:53:14,T366X5D,"Adverse effect of rifampicins, subsequent encounter",icd10
306112804,2013-02-28 10:23:43,Y288XXD,"Contact with other sharp object, undetermined intent, subsequent encounter",icd10
319823308,2008-06-11 11:14:57,S83402D,"Sprain of unspecified collateral ligament of left knee, subsequent encounter",icd10
256800016,1998-05-30 05:00:21,V9183XA,"Other injury due to other accident to other powered watercraft, initial encounter",icd10
353696509,1995-02-05 06:11:14,S82035J,"Nondisplaced transverse fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",icd10
228220284,1980-07-01 18:04:32,S52371D,"Galeazzi's fracture of right radius, subsequent encounter for closed fracture with routine healing",icd10
232032512,1995-04-08 19:56:07,S3739XD,"Other injury of urethra, subsequent encounter",icd10
317992985,1988-06-12 02:44:30,E649,Sequelae of unspecified nutritional deficiency,icd10
346423035,2003-12-04 13:40:46,I519,"Heart disease, unspecified",icd10
366559387,1978-06-16 22:10:54,T384X1A,"Poisoning by oral contraceptives, accidental (unintentional), initial encounter",icd10
367842209,2017-04-24 18:04:23,S61348A,"Puncture wound with foreign body of other finger with damage to nail, initial encounter",icd10
328580831,2014-06-05 11:28:20,T38894D,"Poisoning by other hormones and synthetic substitutes, undetermined, subsequent encounter",icd10
232401331,1983-08-07 17:33:29,T65294A,"Toxic effect of other tobacco and nicotine, undetermined, initial encounter",icd10
315503811,2005-03-14 12:51:50,V685XXS,"Driver of heavy transport vehicle injured in noncollision transport accident in traffic accident, sequela",icd10
276554870,1991-11-19 10:51:52,O9102,Infection of nipple associated with the puerperium,icd10
379512887,1991-07-29 07:37:09,T43215D,"Adverse effect of selective serotonin and norepinephrine reuptake inhibitors, subsequent encounter",icd10
240148502,1991-11-29 10:31:13,H7312,"Chronic myringitis, left ear",icd10
382508496,1984-02-15 06:39:15,M79652,Pain in left thigh,icd10
201904520,1987-12-05 21:00:41,S52026K,"Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, subsequent encounter for closed fracture with nonunion",icd10
213733449,2001-03-19 16:31:41,S14154A,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",icd10
227284390,2013-08-16 16:48:25,M8559,"Aneurysmal bone cyst, multiple sites",icd10
231752329,1983-04-25 13:05:39,S72132F,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",icd10
286257926,1974-07-17 15:04:19,F10120,"Alcohol abuse with intoxication, uncomplicated",icd10
373280612,2001-02-04 16:48:29,C8199,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",icd10
363623498,1978-12-29 17:21:50,S43212A,"Anterior subluxation of left sternoclavicular joint, initial encounter",icd10
388072860,1993-10-20 15:59:52,M84669D,"Pathological fracture in other disease, unspecified tibia and fibula, subsequent encounter for fracture with routine healing",icd10
346524748,1982-06-04 05:04:52,Y9314,"Activity, water aerobics and water exercise",icd10
245463929,1995-10-30 05:25:08,S4362XS,"Sprain of left sternoclavicular joint, sequela",icd10
346377518,2020-05-21 00:49:35,S1194XA,"Puncture wound with foreign body of unspecified part of neck, initial encounter",icd10
212225681,1978-08-16 08:51:25,T23132S,"Burn of first degree of multiple left fingers (nail), not including thumb, sequela",icd10
364659506,1972-01-08 10:58:10,T392X2D,"Poisoning by pyrazolone derivatives, intentional self-harm, subsequent encounter",icd10
243586901,2018-07-18 20:03:51,T22092A,"Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",icd10
269017097,2005-09-30 19:11:28,T572X2D,"Toxic effect of manganese and its compounds, intentional self-harm, subsequent encounter",icd10
358771005,1977-05-06 03:11:35,S61306D,"Unspecified open wound of right little finger with damage to nail, subsequent encounter",icd10
220081392,1985-12-22 07:26:15,H61303,"Acquired stenosis of external ear canal, unspecified, bilateral",icd10
339043370,1990-08-16 06:56:20,Y36101A,"War operations involving unspecified destruction of aircraft, civilian, initial encounter",icd10
270617588,1995-06-26 22:03:23,S85401A,"Unspecified injury of lesser saphenous vein at lower leg level, right leg, initial encounter",icd10
239670899,1974-11-04 01:56:18,M4818,"Ankylosing hyperostosis [Forestier], sacral and sacrococcygeal region",icd10
369677360,1975-06-08 12:24:34,S46311S,"Strain of muscle, fascia and tendon of triceps, right arm, sequela",icd10
291640770,1980-10-23 02:37:17,Z029,"Encounter for administrative examinations, unspecified",icd10
323142275,2002-06-20 05:15:33,C9140,Hairy cell leukemia not having achieved remission,icd10
245317683,2020-09-19 22:45:20,S22049B,"Unspecified fracture of fourth thoracic vertebra, initial encounter for open fracture",icd10
299054953,2003-09-26 19:39:28,S61308A,"Unspecified open wound of other finger with damage to nail, initial encounter",icd10
281287784,1976-03-08 23:41:16,M85822,"Other specified disorders of bone density and structure, left upper arm",icd10
263807303,1979-11-22 06:58:21,S8781XS,"Crushing injury of right lower leg, sequela",icd10
292414597,1976-05-02 05:19:30,S32509B,"Unspecified fracture of unspecified pubis, initial encounter for open fracture",icd10
362848571,2010-08-27 23:04:43,I83213,Varicose veins of right lower extremity with both ulcer of ankle and inflammation,icd10
351398700,1999-11-28 13:47:22,S66517S,"Strain of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, sequela",icd10
213348426,1991-08-26 01:16:04,M62019,"Separation of muscle (nontraumatic), unspecified shoulder",icd10
309810750,1981-02-03 08:06:32,K8035,Calculus of bile duct with chronic cholangitis with obstruction,icd10
313831395,2010-12-08 08:15:55,S92244G,"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with delayed healing",icd10
351198879,2001-10-12 12:38:14,S82132S,"Displaced fracture of medial condyle of left tibia, sequela",icd10
326059722,2008-11-16 04:56:55,S68621D,"Partial traumatic transphalangeal amputation of left index finger, subsequent encounter",icd10
389921687,1993-03-07 05:09:49,S82423S,"Displaced transverse fracture of shaft of unspecified fibula, sequela",icd10
357908792,1991-11-20 02:35:41,S37499A,"Other injury of ovary, unspecified, initial encounter",icd10
260231320,2011-04-09 05:02:53,W458XXS,"Other foreign body or object entering through skin, sequela",icd10
297869333,1976-02-26 04:26:27,S25492D,"Other specified injury of left pulmonary blood vessels, subsequent encounter",icd10
376521459,2015-02-05 19:57:58,E723,Disorders of lysine and hydroxylysine metabolism,icd10
378882569,1982-12-03 05:52:27,V9540XA,"Unspecified spacecraft accident injuring occupant, initial encounter",icd10
206243415,2000-03-23 23:46:13,T404X6D,"Underdosing of other synthetic narcotics, subsequent encounter",icd10
203221108,2017-05-29 04:02:33,A361,Nasopharyngeal diphtheria,icd10
341775757,1971-01-05 11:00:53,O6982X2,"Labor and delivery complicated by other cord entanglement, without compression, fetus 2",icd10
274687906,1998-09-06 23:00:40,G731,Lambert-Eaton syndrome in neoplastic disease,icd10
344924728,1990-06-04 01:42:40,X941XXD,"Assault by hunting rifle, subsequent encounter",icd10
321316834,1981-02-26 03:57:56,V380XXA,"Driver of three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident, initial encounter",icd10
372102415,2017-10-25 11:22:00,F1819,Inhalant abuse with unspecified inhalant-induced disorder,icd10
336450857,1987-05-24 07:38:48,S85172D,"Laceration of posterior tibial artery, left leg, subsequent encounter",icd10
371719480,2014-06-19 09:46:22,T622X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",icd10
297720095,2012-11-01 03:25:10,T40992D,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",icd10
287229718,1971-02-05 01:32:29,W16511A,"Jumping or diving into swimming pool striking water surface causing drowning and submersion, initial encounter",icd10
265483769,2001-06-22 04:32:21,I775,Necrosis of artery,icd10
358520216,2001-09-29 10:26:47,S52231G,"Displaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with delayed healing",icd10
317956212,2014-06-28 08:38:36,M13811,"Other specified arthritis, right shoulder",icd10
202302923,2001-05-11 22:54:39,S82125F,"Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",icd10
242421637,2009-01-02 07:16:47,T83498A,"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, initial encounter",icd10
211565997,2012-11-25 19:01:17,T381X6D,"Underdosing of thyroid hormones and substitutes, subsequent encounter",icd10
221756026,2020-11-14 05:57:35,T84615D,"Infection and inflammatory reaction due to internal fixation device of left ulna, subsequent encounter",icd10
222080223,1979-10-27 01:11:21,T85628S,"Displacement of other specified internal prosthetic devices, implants and grafts, sequela",icd10
327533097,2015-09-03 22:45:49,V0699XD,"Pedestrian with other conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",icd10
237951076,1998-01-29 04:44:43,S88919S,"Complete traumatic amputation of unspecified lower leg, level unspecified, sequela",icd10
265234526,2009-12-18 02:16:54,T82338A,"Leakage of other vascular grafts, initial encounter",icd10
319712777,1978-05-01 20:30:51,T50B93D,"Poisoning by other viral vaccines, assault, subsequent encounter",icd10
257932716,1987-02-19 07:02:25,M84342G,"Stress fracture, left hand, subsequent encounter for fracture with delayed healing",icd10
288365464,1998-03-13 04:24:12,M435X7,"Other recurrent vertebral dislocation, lumbosacral region",icd10
317161378,2012-12-13 07:17:41,Z9012,Acquired absence of left breast and nipple,icd10
263458382,2020-08-29 14:47:34,S85179A,"Laceration of posterior tibial artery, unspecified leg, initial encounter",icd10
224036229,2020-07-19 21:05:46,S99211G,"Salter-Harris Type I physeal fracture of phalanx of right toe, subsequent encounter for fracture with delayed healing",icd10
352031890,2013-11-21 11:24:49,S32484S,"Nondisplaced dome fracture of right acetabulum, sequela",icd10
297943396,1984-06-26 22:48:25,N480,Leukoplakia of penis,icd10
240541833,1980-04-12 15:37:48,M84429S,"Pathological fracture, unspecified humerus, sequela",icd10
292152739,1978-04-30 15:11:23,S82453P,"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion",icd10
330697201,1981-09-01 05:46:20,W5981XD,"Bitten by other nonvenomous reptiles, subsequent encounter",icd10
210288610,1972-11-17 13:50:31,T445X2A,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter",icd10
259262173,2014-03-08 08:11:09,L130,Dermatitis herpetiformis,icd10
347232623,2008-12-20 12:45:31,S66394S,"Other injury of extensor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",icd10
271396287,1978-04-29 18:31:39,I70339,Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of unspecified site,icd10
242198400,1977-05-20 00:18:18,S63203S,"Unspecified subluxation of left middle finger, sequela",icd10
363718975,1988-11-04 06:25:17,L750,Bromhidrosis,icd10
266889797,1988-05-03 06:09:31,S52132H,"Displaced fracture of neck of left radius, subsequent encounter for open fracture type I or II with delayed healing",icd10
267806560,1988-11-09 18:27:54,V381XXA,"Passenger in three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident, initial encounter",icd10
272207014,1998-12-16 23:03:26,M84431G,"Pathological fracture, right ulna, subsequent encounter for fracture with delayed healing",icd10
364194505,1973-10-18 04:04:55,S42025G,"Nondisplaced fracture of shaft of left clavicle, subsequent encounter for fracture with delayed healing",icd10
341866967,2015-10-18 00:00:50,Q961,"Karyotype 46, X iso (Xq)",icd10
201604778,2000-10-26 02:22:45,O368125,"Decreased fetal movements, second trimester, fetus 5",icd10
225462953,2007-07-24 20:06:48,T22152D,"Burn of first degree of left shoulder, subsequent encounter",icd10
367004461,1983-06-02 14:59:47,M4982,"Spondylopathy in diseases classified elsewhere, cervical region",icd10
297441251,1980-10-04 05:00:37,T45611A,"Poisoning by thrombolytic drug, accidental (unintentional), initial encounter",icd10
367208080,1975-06-30 06:45:12,M87862,"Other osteonecrosis, left tibia",icd10
370291719,1987-12-12 15:11:31,N323,Diverticulum of bladder,icd10
203787183,1979-09-14 00:56:07,T567X4A,"Toxic effect of beryllium and its compounds, undetermined, initial encounter",icd10
383840180,2014-05-28 08:49:25,S50351S,"Superficial foreign body of right elbow, sequela",icd10
212610546,1975-06-19 23:50:47,Y36810D,"Explosion of mine placed during war operations but exploding after cessation of hostilities, military personnel, subsequent encounter",icd10
342096811,1998-08-07 22:32:26,J343,Hypertrophy of nasal turbinates,icd10
341487461,2020-03-12 09:24:28,V742XXD,"Person on outside of bus injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",icd10
354079549,2019-03-08 17:03:02,H6012,Cellulitis of left external ear,icd10
246729269,1978-12-17 11:02:44,S56802D,"Unspecified injury of other muscles, fascia and tendons at forearm level, left arm, subsequent encounter",icd10
314901039,2004-11-04 13:06:16,D7821,Postprocedural hemorrhage of the spleen following a procedure on the spleen,icd10
338137947,1992-10-26 11:15:49,S91225S,"Laceration with foreign body of left lesser toe(s) with damage to nail, sequela",icd10
285976022,2017-01-22 15:23:28,M1A4291,"Other secondary chronic gout, unspecified elbow, with tophus (tophi)",icd10
343447178,1977-10-17 14:19:18,S82462R,"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
236913402,1975-06-09 04:37:32,H04229,"Epiphora due to insufficient drainage, unspecified lacrimal gland",icd10
343786055,2019-08-27 21:34:48,S3214XG,"Type 1 fracture of sacrum, subsequent encounter for fracture with delayed healing",icd10
380054823,1974-04-23 03:24:56,O9913,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating the puerperium,icd10
332055483,1986-02-03 00:32:33,S1184XS,"Puncture wound with foreign body of other specified part of neck, sequela",icd10
326798149,2012-02-19 08:59:39,T588X2D,"Toxic effect of carbon monoxide from other source, intentional self-harm, subsequent encounter",icd10
280587016,2017-09-24 01:20:24,S79002K,"Unspecified physeal fracture of upper end of left femur, subsequent encounter for fracture with nonunion",icd10
370416974,1994-06-21 05:17:29,Q7243,"Longitudinal reduction defect of femur, bilateral",icd10
352295645,1990-02-05 07:09:51,S92064K,"Nondisplaced intraarticular fracture of right calcaneus, subsequent encounter for fracture with nonunion",icd10
386843970,2014-04-24 22:58:56,S72126R,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",icd10
281083869,1995-11-01 03:42:30,V9721XS,"Parachutist entangled in object, sequela",icd10
382779258,2008-03-30 10:36:42,H68023,"Chronic Eustachian salpingitis, bilateral",icd10
285100539,2011-04-13 10:25:28,T84220S,"Displacement of internal fixation device of bones of hand and fingers, sequela",icd10
292772108,1987-12-30 12:46:50,S85502A,"Unspecified injury of popliteal vein, left leg, initial encounter",icd10
285423054,2001-06-25 23:35:04,M67371,"Transient synovitis, right ankle and foot",icd10
355752198,2017-09-22 21:21:47,S30850S,"Superficial foreign body of lower back and pelvis, sequela",icd10
216262237,1994-10-22 19:11:09,M66232,"Spontaneous rupture of extensor tendons, left forearm",icd10
249163129,2002-01-23 07:58:53,Q822,Congenital cutaneous mastocytosis,icd10
260761716,1982-12-18 20:52:29,T5193XS,"Toxic effect of unspecified alcohol, assault, sequela",icd10
329907697,1995-10-27 22:19:06,Y273XXD,"Contact with hot household appliance, undetermined intent, subsequent encounter",icd10
282724209,1988-08-14 11:11:07,M19119,"Post-traumatic osteoarthritis, unspecified shoulder",icd10
232232510,2005-08-16 10:51:33,J9503,Malfunction of tracheostomy stoma,icd10
252354462,2013-01-21 00:22:41,S0512XD,"Contusion of eyeball and orbital tissues, left eye, subsequent encounter",icd10
324257530,2014-09-08 18:51:19,T84296A,"Other mechanical complication of internal fixation device of vertebrae, initial encounter",icd10
341544521,2020-12-07 04:33:07,D3A8,Other benign neuroendocrine tumors,icd10
249304368,1974-04-06 00:35:01,S72322P,"Displaced transverse fracture of shaft of left femur, subsequent encounter for closed fracture with malunion",icd10
207399298,1977-08-23 00:58:31,S82464B,"Nondisplaced segmental fracture of shaft of right fibula, initial encounter for open fracture type I or II",icd10
217925859,1976-09-25 10:12:03,O368319,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, other fetus",icd10
283789214,1979-04-17 13:32:39,T8643,Liver transplant infection,icd10
259755735,2002-11-05 14:35:26,V324XXA,"Person boarding or alighting a three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, initial encounter",icd10
209043383,1973-12-13 00:48:48,A7489,Other chlamydial diseases,icd10
229640525,1978-11-12 10:46:55,T85321S,"Displacement of prosthetic orbit of left eye, sequela",icd10
247160573,1973-05-04 08:31:01,L986,Other infiltrative disorders of the skin and subcutaneous tissue,icd10
359085425,2000-11-29 22:12:50,S72121N,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",icd10
250165877,2008-02-01 12:29:25,S92311S,"Displaced fracture of first metatarsal bone, right foot, sequela",icd10
304312152,2004-06-27 08:03:01,S53103A,"Unspecified subluxation of unspecified ulnohumeral joint, initial encounter",icd10
233073188,2012-09-08 06:38:44,S32481G,"Displaced dome fracture of right acetabulum, subsequent encounter for fracture with delayed healing",icd10
380550111,1987-01-12 08:49:43,M19279,"Secondary osteoarthritis, unspecified ankle and foot",icd10
